year,canonical_name,category,amount_local,unit,currency,item_type,source_file,page_number,pdf_path,full_text_cache,line_description_en,traceability_status,trace_excerpt,series_notes
2022,Partnered Research Fund (New Zealand),rd_fund,27888000.0,dollar,NZD,program_total,2022_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2022_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_f44accf0bd97__2022_Appropriation_Estimates_Act.txt.gz,Partnered Research Fund,verified_against_compiled_series,"600 | Research, Science and Innovation: | Partnered Research Fund | 27,888 | Research, Science and Innovation: | Repayable Grants for Start-Ups",
2023,Partnered Research Fund (New Zealand),rd_fund,25596000.0,dollar,NZD,program_total,2023_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2023_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_3313b849ac51__2023_Appropriation_Estimates_Act.txt.gz,Partnered Research Fund,verified_against_compiled_series,"1,200 | Research, Science and Innovation: | Partnered Research Fund | 25,596 | Research, Science and Innovation: | Transitional Support to Research and",
2024,Partnered Research Fund (New Zealand),rd_fund,22328000.0,dollar,NZD,program_total,2024_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2024_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_03fa7bcc1884__2024_Appropriation_Estimates_Act.txt.gz,Partnered Research Fund,verified_against_compiled_series,"650 | Science, Innovation and Technology: | Partnered Research Fund | 22,328 | Science, Innovation and Technology: | Student Grant",
2025,Partnered Research Fund (New Zealand),rd_fund,21178000.0,dollar,NZD,line_item,2025_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2025_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_b985008ddcba__2025_Appropriation_Estimates_Act.txt.gz,Partnered Research Fund,verified_against_compiled_series,"2,200 | Science, Innovation and Technology: | Partnered Research Fund | 21,178 | Science, Innovation and Technology: | Student Grant",
2017,Regional Research Institutes,science_agency,23584000.0,dollar,NZD,program_total,2017_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2017_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_6a346dcfa253__2017_Appropriation_Estimates_Act.txt.gz,Regional Research Institutes,verified_against_compiled_series,"1,000 | Energy and Resources: International | Energy Agency Contribution | 150 | Science and Innovation: Catalyst Fund | 13,351 | Science and Innovation: Regional | Research Institutes | 23,584 | Tourism Infrastructure Fund",These institutes focus on regional research and development initiatives.
2018,Regional Research Institutes,science_agency,20000000.0,dollar,NZD,program_total,2018_Appropriation Estimates Act.pdf,10.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2018_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_396e02db9140__2018_Appropriation_Estimates_Act.txt.gz,Regional Research Institutes,verified_against_compiled_series,"8,251 | Research, Science and Innovation: | Regional Research Institutes | 20,000 | Tourism Infrastructure Fund | 45,000",These institutes focus on regional research and development initiatives.
2019,Regional Research Institutes,science_agency,22408000.0,dollar,NZD,program_total,2019_Appropriation Estimates Act.pdf,10.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2019_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_1e4f80dc63ee__2019_Appropriation_Estimates_Act.txt.gz,Regional Research Institutes,verified_against_compiled_series,"17,451 | Research, Science and Innovation: | Regional Research Institutes | 22,408 | Tourism Infrastructure Fund | 17,000",These institutes focus on regional research and development initiatives.
2020,Regional Research Institutes,science_agency,,,,,,,,,,gap_in_final_series,,gap: no matching rows in this year
2021,Regional Research Institutes,science_agency,8522000.0,dollar,NZD,line_item,2021_Appropriation Estimates Act.pdf,11.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2021_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_50aa5a505213__2021_Appropriation_Estimates_Act.txt.gz,Regional Research Institutes,verified_against_compiled_series,"36,501 | Research, Science and Innovation: | Regional Research Institutes | 8,522 | Tourism Infrastructure Fund | 16,500",These institutes focus on regional research and development initiatives.
2022,Regional Research Institutes,science_agency,7801000.0,dollar,NZD,line_item,2022_Appropriation Estimates Act.pdf,10.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2022_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_f44accf0bd97__2022_Appropriation_Estimates_Act.txt.gz,Regional Research Institutes,verified_against_compiled_series,"4,500 | Research, Science and Innovation: | Regional Research Institutes | 7,801 | Tourism Infrastructure Fund | 10,000",These institutes focus on regional research and development initiatives.
1990,"Research, Science and Technology Vote (New Zealand)",rd_ministry,,,,,,,,,,gap_in_final_series,,Documented vote-level total for the FRST / RST transition era.
1995,"Research, Science and Technology Vote (New Zealand)",rd_ministry,,,,,,,,,,gap_in_final_series,,Documented vote-level total for the FRST / RST transition era.
1996,"Research, Science and Technology Vote (New Zealand)",rd_ministry,267699000.0,dollar,NZD,section_total,1996_Appropriation Estimates Act.pdf,23.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1996_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_b8a73c2e1b0d__1996_Appropriation_Estimates_Act.txt.gz,"Total for Research, Science and Technology",verified_against_compiled_series,"$(000) | $(000) | Research, Science | 1154 | Departmental output classes- | and TecJmology",Documented vote-level total for the FRST / RST transition era.
1997,"Research, Science and Technology Vote (New Zealand)",rd_ministry,287465000.0,dollar,NZD,section_total,1997_Appropriation Estimates Act.pdf,24.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1997_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_3b05f0109ae9__1997_Appropriation_Estimates_Act.txt.gz,"Total for Research, Science and Technology",verified_against_compiled_series,"Column I | Vote | Prime Minister and | Cabinet-con- | tinued | Racing | Research, Science | and Technology | Column .2 | Page Reference",Documented vote-level total for the FRST / RST transition era.
1998,"Research, Science and Technology Vote (New Zealand)",rd_ministry,317335000.0,dollar,NZD,section_total,1998_Appropriation Estimates Act.pdf,24.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1998_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_88575f60fa8f__1998_Appropriation_Estimates_Act.txt.gz,Total for Vote Science and Innovation,verified_against_compiled_series,"... | 138 | Research, SCIence | 148 | Departmental output classes (Mode B)- | and Technology",Documented vote-level total for the FRST / RST transition era.
1999,"Research, Science and Technology Vote (New Zealand)",rd_ministry,326985000.0,dollar,NZD,section_total,1999_Appropriation Estimates Act.pdf,25.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1999_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_f7c1a769f922__1999_Appropriation_Estimates_Act.txt.gz,Total for Vote Science and Innovation,verified_against_compiled_series,". .. | 138 | Research, Science and | 164 | Departmental ouJput cla.sses (Mode B)- | Technology",Documented vote-level total for the FRST / RST transition era.
2001,"Research, Science and Technology Vote (New Zealand)",rd_ministry,,,,,,,,,,gap_in_final_series,,Documented vote-level total for the FRST / RST transition era.
2010,"Research, Science and Technology Vote (New Zealand)",rd_ministry,279000000.0,dollar,NZD,section_total,2010_Appropriation Estimates Act.pdf,52.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2010_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_eea4568a36b9__2010_Appropriation_Estimates_Act.txt.gz,"Total for Research, Science and Technology",verified_against_compiled_series,"Institutes | 71 | Departmental output | expenses | Crown Company | Monitoring Advice to | the Minister of Research, | Science and Technology | and the Minister for | Economic Development",Documented vote-level total for the FRST / RST transition era.
2017,Strategic Science Investment Fund (New Zealand),rd_fund,260985000.0,dollar,NZD,line_item,2017_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2017_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_6a346dcfa253__2017_Appropriation_Estimates_Act.txt.gz,Strategic Science Investment Fund,verified_against_compiled_series,"Science and Innovation: Callaghan | Innovation - Operations | 59,651 | Science and Innovation: Contract | Management | 30,153 | Science and Innovation: Strategic Science | Investment Fund | 260,985 | Science and Innovation: Talent and",Explicit SSIF appropriations in the modern MBIE-era science vote.
2018,Strategic Science Investment Fund (New Zealand),rd_fund,271263000.0,dollar,NZD,program_total,2018_Appropriation Estimates Act.pdf,10.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2018_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_396e02db9140__2018_Appropriation_Estimates_Act.txt.gz,Strategic Science Investment Fund,verified_against_compiled_series,"29,615 | Research, Science and Innovation: | Strategic Science Investment Fund | 271,263 | Research, Science and Innovation: Talent | and Science Promotion",Explicit SSIF appropriations in the modern MBIE-era science vote.
2020,Strategic Science Investment Fund (New Zealand),rd_fund,323681000.0,dollar,NZD,program_total,2020_Appropriation Estimates Act.pdf,10.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2020_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_372745993e00__2020_Appropriation_Estimates_Act.txt.gz,"Research, Science and Innovation: Strategic Science Investment Fund",verified_against_compiled_series,"Research, Science and Innovation: | Callaghan Innovation - Operations | 80,288 | Research, Science and Innovation: | Contract Management | 29,855 | Research, Science and Innovation: | Strategic Science Investment Fund | 323,681 | Research, Science and Innovation: Talent",Explicit SSIF appropriations in the modern MBIE-era science vote.
2021,Strategic Science Investment Fund (New Zealand),rd_fund,340545000.0,dollar,NZD,line_item,2021_Appropriation Estimates Act.pdf,11.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2021_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_50aa5a505213__2021_Appropriation_Estimates_Act.txt.gz,Strategic Science Investment Fund,verified_against_compiled_series,"29,528 | Research, Science and Innovation: | Strategic Science Investment Fund | 340,545 | Research, Science and Innovation: | Talent and Science Promotion",Explicit SSIF appropriations in the modern MBIE-era science vote.
2022,Strategic Science Investment Fund (New Zealand),rd_fund,362588000.0,dollar,NZD,line_item,2022_Appropriation Estimates Act.pdf,11.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2022_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_f44accf0bd97__2022_Appropriation_Estimates_Act.txt.gz,Strategic Science Investment Fund,verified_against_compiled_series,"30,119 | Research, Science and Innovation: | Strategic Science Investment Fund | 362,588 | Research, Science and Innovation: Talent | and Science Promotion",Explicit SSIF appropriations in the modern MBIE-era science vote.
2023,Strategic Science Investment Fund (New Zealand),rd_fund,354062000.0,dollar,NZD,line_item,2023_Appropriation Estimates Act.pdf,12.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2023_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_3313b849ac51__2023_Appropriation_Estimates_Act.txt.gz,Strategic Science Investment Fund,verified_against_compiled_series,"29,479 | Research, Science and Innovation: | Strategic Science Investment Fund | 354,062 | Research, Science and Innovation: Talent | and Science Promotion",Explicit SSIF appropriations in the modern MBIE-era science vote.
2024,Strategic Science Investment Fund (New Zealand),rd_fund,358566000.0,dollar,NZD,program_total,2024_Appropriation Estimates Act.pdf,11.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2024_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_03fa7bcc1884__2024_Appropriation_Estimates_Act.txt.gz,Strategic Science Investment Fund,verified_against_compiled_series,"43,911 | Science, Innovation and Technology: | Strategic Science Investment Fund | 358,566 | Science, Innovation and Technology: | Talent and Science Promotion",Explicit SSIF appropriations in the modern MBIE-era science vote.
2025,Strategic Science Investment Fund (New Zealand),rd_fund,358065000.0,dollar,NZD,program_total,2025_Appropriation Estimates Act.pdf,11.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2025_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_b985008ddcba__2025_Appropriation_Estimates_Act.txt.gz,Strategic Science Investment Fund,verified_against_compiled_series,"43,816 | Science, Innovation and Technology: | Strategic Science Investment Fund | 358,065 | Science, Innovation and Technology: | Talent and Science Promotion",Explicit SSIF appropriations in the modern MBIE-era science vote.
