reform_id,country_code,country_name,survey_year,implementation_year,announcement_year,announcement_year_source,announcement_year_confidence,legislation_year,legislation_year_source,legislation_year_confidence,implementation_year_end,implementation_year_source,implementation_year_confidence,theme,sub_theme,secondary_type,alternative_theme,rd_actor,rd_stage,growth_orientation,growth_orientation_rationale,growth_orientation_confidence,package_name,component_name,is_component,status,status_evidence,status_confidence,is_major_reform,importance_bucket,importance_rationale,importance_confidence,description,source_quote,source_page_start,source_page_end,event_id,n_mentions,mention_survey_years,mention_ids
GBR_2000_007,GBR,United Kingdom,2000,2000.0,1999.0,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,public_private,adoption,growth_supporting,"By supporting business incubators and infrastructure, this fund aims to enhance the startup ecosystem, facilitating the growth of innovative firms and contributing to regional economic development.",high,2000 Regional Innovation Fund,,False,implemented,The Government has announced the establishment of the fund to support regional innovation initiatives.,high,True,3,"This fund represents a significant investment in regional innovation capacity, although it is part of a broader strategy rather than a standalone major reform.",medium,"The UK Government has established a new £50 million Regional Innovation Fund to co-finance business incubators and small-scale infrastructure, aimed at fostering innovation in regional economies.",The Government has announced it will create a new £50 million Regional Innovation Fund to enable RDAs to co-finance business incubators and small-scale infrastructure.,104.0,104.0,EVT_GBR_2000_0051,2,"2000,2005","GBR_2000_007,GBR_2005_010"
GBR_2000_008,GBR,United Kingdom,2000,2000.0,2000.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public_private,applied,growth_supporting,"By enhancing skills and providing financial support for job search, the initiative aims to improve employability and reduce long-term unemployment.",high,New Deal for Employment,Employment Zones,False,implemented,The Government announced the creation of Employment Zones in March 2000.,high,False,2,"The initiative represents a significant effort to address long-term unemployment through targeted support, although it builds on existing frameworks rather than introducing a completely new system.",medium,"The Government announced the creation of Employment Zones to provide intensified support for the long-term unemployed, combining funds from welfare and training programmes to offer Personal Job Accounts for training and job search costs.","In March 2000, the Government announced the creation of Employment Zones, with a view to intensify the support provided under the New Deal to the long-term unemployed in unemployment black spots.",105.0,105.0,EVT_GBR_2000_0052,1,2000,GBR_2000_008
GBR_2000_014,GBR,United Kingdom,2000,2000.0,1999.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,public,adoption,growth_supporting,"The strategy aims to enhance the digital economy, which can lead to increased productivity and innovation in various sectors.",high,E-commerce Strategy,,False,implemented,The Government has launched a comprehensive strategy to promote e-commerce.,high,True,3,"This reform represents a significant shift in policy aimed at transforming the UK's digital economy, with potential long-term impacts on innovation and competitiveness.",high,"The UK Government launched a comprehensive strategy to promote e-commerce, aiming to make Britain the most favorable environment for e-commerce by 2002. This includes various tax breaks and subsidies to encourage IT spending and training.",The Government’s ambitious objective of 'making Britain by 2002 the most favourable environment in which to conduct e-commerce'.,,,EVT_GBR_2000_0054,1,2000,GBR_2000_014
GBR_2007_004,GBR,United Kingdom,2007,2000.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"The tax relief encourages firms to invest in R&D, which can lead to innovation, increased productivity, and ultimately economic growth.",high,UK Corporate Tax Reform,R&D Tax Relief Introduction,False,implemented,The tax relief was introduced and later extended to large companies.,high,False,2,"The introduction of R&D tax relief represents a significant policy change aimed at enhancing innovation capacity among firms, particularly small businesses.",medium,"In 2000, the United Kingdom introduced a tax relief on R&D expenditure specifically for small firms, which was later extended to large companies in 2002. This reform aimed to incentivize research and development activities within the corporate sector.","In 2000 a tax relief on R&D expenditure was introduced for small firms and later, in 2002, extended to large companies.",,,EVT_GBR_2000_0055,1,2007,GBR_2007_004
GBR_2002_004,GBR,United Kingdom,2002,2002.0,,,,2000.0,explicit,high,,explicit,high,innovation,startup_ecosystem,,,private,adoption,growth_supporting,"By reducing the fear of failure, the reform encourages entrepreneurial activity and innovation.",high,Insolvency Law Reform,Insolvency Law Reform,False,implemented,The reform has been enacted to support entrepreneurship.,high,False,2,The reform is significant for supporting entrepreneurship but does not represent a major structural change.,medium,"The reform of the Insolvency Law aims to distinguish between reckless managers and others, which is intended to support entrepreneurship by reducing the fear of failure.","Innovation and entrepreneurship should not be impeded by fear of failure. The reform of the Insolvency Law, by distinguishing reckless managers from others, goes in the right direction.",89.0,89.0,EVT_GBR_2002_0056,1,2002,GBR_2002_004
GBR_2004_002,GBR,United Kingdom,2004,2003.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,public,adoption,growth_supporting,"This reform is expected to improve efficiency in hospital funding, leading to better resource allocation and potentially enhancing healthcare outcomes.",high,Activity-Based Funding for Hospitals,Activity-Based Funding Introduction,False,implemented,The reform has been fully implemented since April 2003.,high,True,3,The introduction of activity-based funding represents a major overhaul of the funding mechanism for hospitals.,high,"The UK government began the phased introduction of activity-based funding for hospitals in April 2003, which allocates funding based on the activity levels of hospitals rather than historic costs.",The NHS began the phased introduction of activity-based funding for hospitals in April 2003.,,,EVT_GBR_2003_0057,1,2004,GBR_2004_002
GBR_2004_003,GBR,United Kingdom,2004,2003.0,2003.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public_private,applied,growth_supporting,"By improving skills and training responsiveness, the reform aims to enhance employability and productivity in the workforce.",high,Skills and Employment Framework,Employer Training Pilots,False,implemented,Both components of the reform have been implemented since 2003.,high,True,3,The reforms represent significant but narrower changes aimed at improving skills and employment outcomes.,medium,"The UK government initiated a comprehensive framework for reform aimed at helping individuals on incapacity benefits return to work, focusing on addressing barriers such as health, financial issues, and lack of skills. Additionally, a Skills Strategy was presented to enhance training responsiveness to employer needs, allowing firms more control over publicly-funded training.","In July 2003, the UK Government presented a Skills Strategy to make available training more responsive to the specific skill needs of employers and workers.",,,EVT_GBR_2003_0058,3,"2004,2005","GBR_2004_003,GBR_2005_009,GBR_2005_008"
GBR_2007_010,GBR,United Kingdom,2007,2004.0,2004.0,explicit,high,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,Increasing R&D intensity is expected to drive innovation and productivity growth in the economy.,high,10-Year Plan for Science and Innovation,,False,implemented,The government has set a target for R&D intensity as part of its long-term strategy.,high,True,3,"This ambitious target reflects a significant commitment to enhancing the UK's R&D landscape, which is critical for long-term economic growth.",high,The UK government aims to raise R&D intensity from around 1.7% of GDP in 2004 to 2.5% by 2014 as part of its 10-year plan for science and innovation.,The government’s 10-year plan for science and innovation aims to raise R&D intensity from around 1.7% of GDP in 2004 to 2.5% by 2014.,,,EVT_GBR_2004_0059,1,2007,GBR_2007_010
GBR_2005_005,GBR,United Kingdom,2005,2005.0,2005.0,explicit,high,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,"Increasing R&D intensity is expected to enhance productivity and innovation, contributing positively to economic growth.",high,Ten-Year Innovation Plan,,False,implemented,The government has published the plan and set specific targets.,high,True,3,"This reform represents a significant structural change in the UK's approach to innovation, aiming to reverse a declining trend in R&D investment and enhance overall economic performance.",high,"The UK government has published a ten-year plan aimed at boosting innovation performance, which includes a target to raise R&D intensity from 1.9% to 2.5% of GDP by 2014.",The Government has recently published a 10-year plan for science and innovation which includes a target to raise R&D intensity from the current level of 1.9% to 2.5% of GDP by 2014.,112.0,112.0,EVT_GBR_2005_0060,1,2005,GBR_2005_005
GBR_2005_012,GBR,United Kingdom,2005,2005.0,2003.0,explicit,high,,,,,explicit,high,innovation,other,,,public,unknown,growth_supporting,"By improving the measurement of government output, the reform aims to enhance accountability and efficiency in public spending, potentially leading to better service delivery.",high,Atkinson Review of National Accounts,Measurement of Government Output,False,implemented,"The final report was published in January 2005, establishing new measurement principles.",high,True,3,"This reform represents a significant methodological shift in how public sector productivity is measured, which can have far-reaching implications for public policy and resource allocation.",high,"The Atkinson review has established new principles for measuring government output and productivity, leading to improved metrics in national accounts for public services, particularly in health and education.",The Atkinson review has established a set of principles to apply within the internationally accepted national accounting frameworks.,,,EVT_GBR_2005_0061,1,2005,GBR_2005_012
GBR_2005_015,GBR,United Kingdom,2005,2005.0,2005.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"By enhancing vocational training, the reform aims to improve the skill set of the workforce, thereby increasing employability and productivity.",high,Vocational Education Reform,Specialist Diplomas Introduction,False,announced,The white paper on education and skills was published in February 2005 outlining the reform.,high,True,3,"This reform represents a significant shift in vocational education, aiming to enhance the quality and relevance of vocational qualifications, which is crucial for addressing skills shortages in the economy.",high,"The UK government announced a wide-ranging reform of vocational programmes for students aged 14-19, introducing specialist diplomas aimed at equipping young people with work-relevant skills and improving vocational education quality.",The Government has announced a wide-ranging reform of vocational programmes for students aged 14-19 years.,147.0,147.0,EVT_GBR_2005.0_0115,1,2005,GBR_2005_015
GBR_2004_001,GBR,United Kingdom,2004,2006.0,,,,,,,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"By improving access to higher education, the reform is expected to enhance the skills and employability of graduates, contributing positively to economic growth.",high,Graduate Contribution Scheme,Graduate Contribution Scheme Implementation,True,announced,The reform has been officially announced but is not yet implemented.,high,True,3,The introduction of a graduate contribution scheme represents a significant structural change in funding higher education.,high,"The UK government plans to introduce a graduate contribution scheme allowing students to defer tuition fees until after graduation, addressing financial barriers to higher education. This scheme aims to resolve credit constraints for those from poorer backgrounds.",The plan for a graduate contribution scheme launched in a recent white paper on 'The future of higher education' will deal with this problem by allowing all students to defer the payment of all fees until they have graduated.,118.0,118.0,EVT_GBR_2006.0_0116,1,2004,GBR_2004_001
GBR_2005_016,GBR,United Kingdom,2005,2006.0,2005.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public_private,applied,growth_supporting,"By enhancing the skills of the workforce, the programme aims to improve overall productivity and employability, addressing skill gaps in the labor market.",high,National Employer Training Programme,,False,announced,The programme is set to be established across England from 2006-07 following successful pilots.,high,True,3,"This initiative is a major reform aimed at addressing the skills shortage in the workforce, with significant implications for productivity and economic growth.",high,"The National Employer Training Programme was announced to provide training for low-skilled workers, focusing on basic literacy skills and qualifications, with public funding covering training costs.",The Government targets a 40% reduction in the number of workforce adults having less than the basic level 2 qualification.,149.0,149.0,EVT_GBR_2006.0_0117,1,2005,GBR_2005_016
GBR_2007_005,GBR,United Kingdom,2007,2007.0,2007.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"By increasing the R&D tax credits, the reform encourages firms to invest more in research and development, which can lead to innovation and productivity growth.",high,2007 R&D Tax Credit Reform,Increase in R&D Tax Credits,False,implemented,The increase in R&D tax credits was part of the March 2007 Budget.,high,True,3,"This reform represents a significant adjustment to existing tax incentives aimed at boosting R&D investment, which is crucial for fostering innovation in the economy.",medium,The March 2007 Budget announced an increase in the R&D tax credits for small companies from 150% to 175% and for larger firms from 125% to 130%. This reform aims to enhance the incentives for R&D investment among businesses.,There will be a new environmental tax credit and the rate of R&D tax credits for small companies will rise to 175% (from 150%); for larger firms they will increase from 125% to 130%.,144.0,144.0,EVT_GBR_2007_0053,6,"2000,2002,2007,2013","GBR_2000_010,GBR_2002_001,GBR_2007_005,GBR_2007_007,GBR_2007_012,GBR_2013_013"
GBR_2007_003,GBR,United Kingdom,2007,2007.0,2006.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"Improving adult education and skills is expected to enhance human capital, which is crucial for productivity and economic growth.",high,World Class Skills Initiative,,False,implemented,"The government published its response to the Leitch Review, setting out new targets and initiatives.",high,True,3,"This initiative represents a significant overhaul of adult education policy aimed at addressing critical skills gaps in the UK workforce, with long-term implications for economic competitiveness.",high,"The government commissioned the Leitch Review, which highlighted the UK's poor performance in adult learning and set new targets for education levels, including a literacy target of 95% by 2020 and increasing higher education qualifications to 40%.","In July the government published its response, 'World Class Skills', in which it set out new targets across the range of education levels and made a number of announcements including greater employer involvement in the design and direction of training.",131.0,131.0,EVT_GBR_2007_0062,1,2007,GBR_2007_003
GBR_2007_008,GBR,United Kingdom,2007,2007.0,2006.0,explicit,high,,,,,explicit,high,innovation,knowledge_transfer,,,public_private,commercialization,growth_supporting,"Enhancing collaboration between universities and businesses can lead to increased innovation, knowledge transfer, and economic growth.",high,2007 University-Business Collaboration Initiative,,False,implemented,The government is providing £110 million a year support for business-university collaboration in England.,high,False,2,"This initiative is significant as it aims to strengthen the links between academia and industry, fostering innovation and enhancing the commercialization of research.",medium,The UK government is promoting university-business collaboration by providing support through the Higher Education Innovation Fund and streamlining governance procedures.,The government is providing £110 million a year support for business-university collaboration in England through the Higher Education Innovation Fund.,58.0,58.0,EVT_GBR_2007_0063,1,2007,GBR_2007_008
GBR_2005_004,GBR,United Kingdom,2005,2008.0,,,,,,,,explicit,high,innovation,startup_ecosystem,,,public_private,adoption,growth_supporting,"By fostering a diverse childcare market, the reform encourages innovative solutions that can enhance service quality and accessibility, thereby supporting labor market participation.",high,Ten Year Childcare Strategy,,False,recommended,The policy aim is to build a more coherent supply of childcare by 2008.,high,True,3,"This reform represents a significant structural change in childcare provision, aiming to enhance the quality and accessibility of services, which is crucial for supporting working families and promoting economic participation.",high,"The UK government aims to develop a coherent supply of childcare by integrating public and private providers, which is expected to stimulate innovation in childcare services.","The policy aim is to build a more coherent supply, as local authorities are given a duty to ensure sufficient childcare supply to meet the needs of families by 2008.",97.0,97.0,EVT_GBR_2008.0_0118,1,2005,GBR_2005_004
GBR_2011_003,GBR,United Kingdom,2011,2012.0,2011.0,explicit,high,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,"By increasing funding per graduate, this reform is expected to improve educational quality and research output, contributing positively to the economy.",high,Higher Education Funding Reform,,False,implemented,The changes to the higher education funding policy have been enacted and are currently in effect.,high,True,3,"This reform represents a significant overhaul of the higher education funding system, impacting the quality of education and research.",high,"The UK government is changing higher education funding policy in England by increasing the cap on tuition fees to £9000 per year while reducing government grants to universities. This reform aims to ensure that universities have higher funding per graduate, which could enhance the quality of education and research output.","The government is changing higher education funding policy in England, increasing the cap to £9000 per year, accompanied by changes to loans and grants to pay for tuition.",114.0,114.0,EVT_GBR_2012_0064,1,2011,GBR_2011_003
GBR_2013_006,GBR,United Kingdom,2013,2012.0,2012.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,adoption,growth_supporting,"By reducing borrowing costs for SMEs, the scheme aims to enhance their financial capacity to invest in innovation and growth.",high,National Loan Guarantee Scheme,,False,implemented,The scheme has provided over £2.5 billion in loans to businesses.,high,False,2,"The scheme is a significant initiative to improve access to finance for SMEs, which is critical for fostering innovation.",medium,The National Loan Guarantee Scheme was launched to help smaller businesses access affordable finance by providing government guarantees on unsecured borrowing.,The National Loan Guarantee Scheme (NLGS) was launched on 20 March 2012 to help smaller businesses to access affordable finance.,,,EVT_GBR_2012_0065,1,2013,GBR_2013_006
GBR_2013_007,GBR,United Kingdom,2013,2012.0,2011.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"The increase in tax relief incentivizes SMEs to invest more in R&D, which can lead to greater innovation and productivity growth.",high,2011 Innovation and Research Strategy for Growth,SME R&D Tax Credit Increase,False,implemented,The rate of relief under the SME R&D tax credit scheme increased as planned.,high,True,3,"This reform represents a significant structural change in the support for R&D, enhancing the competitiveness of SMEs and potentially leading to substantial increases in R&D investment.",high,"The Coalition Government increased support for R&D by SMEs through both tax and spending measures, raising the rate of relief under the SME R&D tax credit scheme to 225% of qualifying R&D costs from April 2012.","From 1 April 2012, the rate of relief under the SME R&D tax credit scheme increases to 225% of qualifying R&D costs, one of the most competitive rates in the world.",,,EVT_GBR_2012_0066,2,2013,"GBR_2013_007,GBR_2013_008"
GBR_2011_004,GBR,United Kingdom,2011,2013.0,,,,,,,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"Investing in early education is expected to enhance human capital development, leading to better educational outcomes and long-term economic benefits.",high,Early Education Funding Initiatives,Free Early Education Entitlement Expansion,False,announced,The funding initiatives have been proposed and are set to be implemented by 2013.,high,False,2,These reforms represent significant but narrower changes aimed at improving educational access and outcomes for disadvantaged children.,medium,"The UK government has set aside funding to extend the entitlement to fifteen hours per week of free early education to the 20% most disadvantaged two-year-olds in England by 2013, alongside introducing a pupil premium that provides additional funding to schools for each child entitled to free school meals. These initiatives aim to improve educational outcomes for disadvantaged children.",The government has said that it wants a stronger focus on supporting the most vulnerable and disadvantaged families and increased use of evidence-based interventions within Sure Start Children’s Centres.,,,EVT_GBR_2013.0_0119,1,2011,GBR_2011_004
GBR_2013_002,GBR,United Kingdom,2013,2015.0,2012.0,explicit,high,,,,,explicit,high,innovation,research_infrastructure,,,public_private,unknown,growth_supporting,"By enabling the Green Investment Bank to borrow, the government aims to increase funding for green infrastructure projects, which can stimulate economic growth and innovation in sustainable technologies.",high,Green Investment Strategy,,False,recommended,The government has considered giving the Green Investment Bank powers to borrow.,medium,False,2,"This reform is significant as it aims to enhance funding for green infrastructure, which is essential for sustainable economic growth.",medium,"The government has considered giving the Green Investment Bank powers to borrow from 2015/16 to enhance investment in green infrastructure, which includes energy, water, transport, and waste.",The government has considered giving the Green Investment Bank powers to borrow from 2015/16.,39.0,39.0,EVT_GBR_2015.0_0120,1,2013,GBR_2013_002
GBR_2017_004,GBR,United Kingdom,2017,2015.0,,,,,,,,explicit,high,innovation,research_infrastructure,,,public,adoption,growth_supporting,"By providing a stable framework for infrastructure investment, the NIC aims to enhance productivity and economic growth through better planning and prioritization of projects.",high,National Infrastructure Strategy,National Infrastructure Commission,True,implemented,The NIC was established to support a stable framework for infrastructure investment.,high,True,3,"The creation of the NIC represents a fundamental shift in how the UK approaches infrastructure planning, aiming for a more integrated and strategic investment framework.",high,The UK government created the National Infrastructure Commission (NIC) to improve long-term infrastructure planning and investment across various sectors.,"The Government has recently set up the National Infrastructure Commission (NIC) in 2015, followed by the creation of the Infrastructure and Projects Authority (IPA) in 2016.",,,EVT_GBR_2015_0068,1,2017,GBR_2017_004
GBR_2017_005,GBR,United Kingdom,2017,2017.0,2015.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,public,adoption,growth_supporting,Improving digital connectivity is expected to enhance productivity and economic activity across regions.,high,Superfast Broadband Initiative,,False,implemented,The government has committed to specific targets for broadband rollout.,high,False,2,This initiative represents a significant investment in infrastructure that supports broader economic growth and innovation.,medium,"The UK government has pledged to deliver superfast broadband to 95% of households by 2017 and 97% by 2019, recognizing the importance of digital connectivity for economic development.",The government has pledged to deliver superfast broadband for 95% of households by 2017 and 97% by 2019.,,,EVT_GBR_2017_0069,1,2017,GBR_2017_005
GBR_2020_014,GBR,United Kingdom,2020,2017.0,2017.0,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,public_private,adoption,growth_supporting,"The action plan aims to enhance access to finance for innovative firms, which can lead to increased productivity and economic growth.",high,2017 Innovative Firms Growth Financing Plan,,False,implemented,Progress in implementation has been made since the introduction of the action plan.,high,False,2,"The plan represents a significant commitment to support innovative firms, which is crucial for long-term economic growth.",medium,"A 10-year action plan was introduced in 2017 to unlock over GBP 20 billion to finance growth in innovative firms, with progress made in implementation since then.",A 10-year action plan was introduced in 2017 to unlock a total of over GBP 20 billion to finance growth in innovative firms.,98.0,98.0,EVT_GBR_2017_0070,1,2020,GBR_2020_014
GBR_2020_015,GBR,United Kingdom,2020,2018.0,2018.0,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,public_private,adoption,growth_supporting,"By facilitating pension fund investments in innovative firms, the reform aims to enhance the availability of capital for startups, which can drive innovation and economic growth.",high,Pension Fund Investment Reform,,False,implemented,The Government has taken measures to support occupational defined-contribution schemes in investing in innovative companies.,high,False,2,"This reform is significant as it opens up new funding avenues for innovative firms, which is essential for their growth and development.",medium,"The Government has taken measures to remove barriers for UK pension funds to invest in innovative companies, aiming to increase the financing pool available to young innovative firms.","Since 2018, the Government has taken measures to remove barriers and support occupational defined-contribution (DC) schemes in investing in innovative companies.",100.0,100.0,EVT_GBR_2018_0071,1,2020,GBR_2020_015
GBR_2017_011,GBR,United Kingdom,2017,2020.0,2017.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public_private,applied,growth_supporting,"By increasing the number of apprenticeships, the reform aims to enhance the skills of the workforce, thereby improving productivity and economic growth.",high,Apprenticeship Reform Initiative,,False,announced,The government has announced a very ambitious target of 3 million new apprenticeships by 2020.,high,True,3,"This reform represents a significant structural change in the apprenticeship system, aiming to address skill shortages and improve workforce productivity on a large scale.",high,"The government has introduced changes to the apprenticeship system to stimulate the take-up of apprenticeships and improve the technical skills of both low- and higher-skilled individuals, with a target of 3 million new apprenticeships by 2020.",The government has introduced recent changes to the apprenticeship system in order to stimulate the take-up of apprenticeships and to improve the technical skills of both low- and higher-skilled individuals.,,,EVT_GBR_2020.0_0121,1,2017,GBR_2017_011
GBR_2020_007,GBR,United Kingdom,2020,2020.0,2020.0,explicit,high,,,,,explicit,high,innovation,sectoral_rd,,,public,applied,growth_supporting,"This investment is expected to stimulate economic activity while also addressing environmental sustainability, contributing to long-term growth.",high,Plan for Jobs,Green Spending Package,False,implemented,The GBP 3 billion package was announced as part of the recovery plan.,high,True,3,"This reform represents a significant investment in green infrastructure, which is crucial for achieving long-term environmental goals and stimulating economic recovery.",high,"The United Kingdom has introduced a GBP 3 billion package of green spending aimed at decarbonising public buildings and retrofitting poorly insulated homes, as part of its recovery plan from the COVID-19 crisis.",In the Plan for Jobs a GBP 3 billion (0.1% of GDP) package of green spending was announced to decarbonise public buildings and retrofit poorly insulated homes.,50.0,50.0,EVT_GBR_2020_0073,1,2020,GBR_2020_007
GBR_2020_013,GBR,United Kingdom,2020,2020.0,2020.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"The increase in tax credits is expected to incentivize more R&D investment, particularly in digital technologies, which can enhance productivity and innovation.",high,2020 R&D Tax Credit Enhancement,,False,implemented,The Government announced the increase and broadening of the tax credit in March 2020.,high,False,2,"This reform significantly expands the scope of existing tax incentives, which can lead to increased R&D spending, particularly in emerging technology sectors.",medium,"In March 2020, the Government announced an increase in the R&D tax credit and broadened the scope of qualifying expenditure to include data and cloud computing, aiming to enhance support for R&D activities.","In March 2020, the Government announced an increase in the tax credit and broadened the scope of qualifying expenditure to include data and cloud computing.",97.0,97.0,EVT_GBR_2020_0074,1,2020,GBR_2020_013
GBR_2020_018,GBR,United Kingdom,2020,2020.0,2020.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"Enhancing adult skills is expected to improve employability and productivity, thereby supporting economic recovery and growth.",high,National Skill Fund,,False,implemented,The Government committed to a new GBP 2.5 billion National Skill Fund.,high,True,3,"This reform represents a significant investment in adult education and skills development, crucial for addressing the challenges posed by the COVID-19 crisis and automation.",high,"The UK Government announced a new GBP 2.5 billion National Skill Fund aimed at improving adult skills, particularly in response to the COVID-19 crisis, to help workers transition to occupations with lower risks of automation.","In the March 2020 Budget, the Government committed to a new GBP 2.5 billion National Skill Fund (0.1% of GDP) and funding to skills and apprenticeships has been increased in the Plan for Jobs by GBP 1.6 billion.",110.0,110.0,EVT_GBR_2020_0075,2,"2020,2022","GBR_2020_018,GBR_2022_001"
GBR_2020_019,GBR,United Kingdom,2020,2020.0,2020.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"Investing in further education and STEM teaching is expected to enhance the skill set of the workforce, thereby improving productivity and innovation capacity.",high,Further Education Investment,,False,implemented,The Government allocated GBP 1.5 billion for capital spending to refurbish further education colleges.,high,True,3,"This substantial investment aims to modernize educational infrastructure and enhance the quality of education, which is critical for long-term economic growth.",high,The UK Government allocated GBP 1.5 billion over five years for capital spending to refurbish further education colleges and boost STEM teaching with additional funding for new Institutes of Technology.,"In the March 2020 Budget, the Government also announced GBP 1.5 billion over five years in capital spending to refurbish further education colleges.",34.0,34.0,EVT_GBR_2020_0076,1,2020,GBR_2020_019
GBR_2017_001,GBR,United Kingdom,2017,2021.0,2016.0,explicit,high,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,Increased public investment in R&D is expected to stimulate innovation and productivity growth across the economy.,high,National Productivity Investment Fund,,False,implemented,The Fund will allocate a budget of GBP 23 billion by 2021-22.,high,True,3,"This reform represents a significant increase in public investment in R&D, which is crucial for enhancing the UK's innovation capacity and addressing productivity challenges.",high,"The government has set up a new National Productivity Investment Fund aimed at increasing public spending in critical areas for productivity, including research and development (R&D). This initiative is intended to enhance the UK's R&D spending, which is currently below the OECD average.","The government has set up a new National Productivity Investment Fund with a view to increase public spending in areas that are critical for productivity: infrastructure, research and development (R&D) and housing.",36.0,37.0,EVT_GBR_2021_0077,1,2017,GBR_2017_001
GBR_2020_008,GBR,United Kingdom,2020,2021.0,2020.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public,unknown,growth_supporting,"The new immigration system aims to attract skilled workers, which can enhance the talent pool for innovation and productivity in the economy.",high,2021 Immigration System Overhaul,,False,announced,The Government had previously announced major plans to overhaul the immigration system by 2021.,high,True,3,"This reform represents a significant structural change in the immigration system, aimed at enhancing the UK's capacity to attract skilled talent crucial for innovation and economic growth.",high,"The UK Government announced major plans to overhaul the immigration system by 2021, introducing a point-based system to attract highly skilled workers, including innovators.",The UK Government had previously announced major plans to overhaul the immigration system by 2021.,64.0,64.0,EVT_GBR_2021.0_0122,1,2020,GBR_2020_008
GBR_2022_002,GBR,United Kingdom,2022,2021.0,2021.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"Encourages firms to invest in new assets, thereby enhancing productivity and innovation capacity.",high,2021 Business Investment Support Initiative,Tax Super-Deduction,False,implemented,The super-deduction was introduced in the March 2021 budget and is currently in effect.,high,True,3,"The super-deduction represents a significant incentive for business investment, which is crucial for economic recovery post-pandemic.",medium,"The UK government announced a two-year tax 'super-deduction' allowing companies to claim a 130% capital allowance on qualifying plant and machinery investments, aimed at boosting business investment.","To support business investment, the government announced a two-year tax 'super-deduction' in the March 2021 budget.",27.0,27.0,EVT_GBR_2023_0072,6,"2020,2022,2024","GBR_2020_002,GBR_2022_002,GBR_2024_005,GBR_2024_011,GBR_2024_006,GBR_2024_007"
GBR_2022_004,GBR,United Kingdom,2022,2022.0,2021.0,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,private,commercialization,growth_supporting,"By providing financial support to innovative startups, the fund aims to enhance their growth potential and contribute to overall economic productivity.",high,Future Fund Initiative,Future Fund: Breakthrough,False,implemented,The fund was introduced to support innovative businesses.,high,False,2,"The fund represents a significant investment aimed at addressing a critical gap in the startup ecosystem, which is essential for fostering innovation and economic growth.",medium,"The UK government introduced the GBP 375 million 'Future Fund: Breakthrough' to address the scale-up gap for innovative businesses and other equity products, aiming to support high-growth firms.",Introduced GBP 375 million 'Future Fund: Breakthrough' to address the scale up gap for innovative businesses and other equity products.,,,EVT_GBR_2022_0078,1,2022,GBR_2022_004
GBR_2022_009,GBR,United Kingdom,2022,2022.0,2022.0,explicit,high,,,,,explicit,high,innovation,sectoral_rd,research_infrastructure,,public_private,applied,growth_supporting,"This expansion is expected to enhance energy security and drive innovation in clean energy technologies, contributing to long-term economic growth.",high,UK Renewable Energy Expansion Initiative,Offshore Wind and Nuclear Capacity Expansion,True,implemented,The government has launched initiatives to support the expansion of renewable energy capacity.,high,True,3,"This reform represents a structural change in the UK's energy policy, aiming to significantly increase renewable energy production and reduce greenhouse gas emissions.",high,"The UK government has committed to a significant expansion of renewable electricity capacity, aiming to add 50 GW of offshore wind and 24 GW of nuclear capacity by 2050, supported by the Contract for Difference (CfD) scheme.",The government has an ambition to add notably 50 GW of offshore wind and 24 GW additional nuclear capacity.,99.0,99.0,EVT_GBR_2022_0079,1,2022,GBR_2022_009
