country,year,source_file,run_status,run_log_rows_extracted,docx_results_rows,docx_audit_in_series_rows,extracted_entities,missing_agencies_from_queue,year_issue_label,year_document_change_flag,country_document_change_signal,document_change_note,diagnosis_excerpt,recommended_action
Netherlands,2020,2020_ministry13.pdf,ran_with_rows,5,5,2,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | Total | Business policy: innovation and entrepreneurship for sustainable prosperity growth | Future Fund,NWO (Dutch Research Council),Named EZ innovation total retained,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,none
Netherlands,2020,2020_ministry14.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2020,2020_ministry16.pdf,ran_zero_rows,0,2,0,Totaal | Totaal kapitaal-uitgaven,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2020,2020_ministry8.pdf,ran_with_rows,3,3,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid | TOTAL | Research and science policy | Scientific education,NWO (Dutch Research Council),Aggregate-only OCW Art. 16 for NWO/KNAW,True,True,Ministry 8 consistently provides OCW Art. 16 aggregate appropriations but not an auditable split between NWO and KNAW.,Year has 6 parsed files but agency not found. May be in a non-table section or different document.,document_only_keep_ocw_art16_aggregate
Netherlands,2021,2021_ministry10.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2021,2021_ministry12.pdf,ran_zero_rows,0,3,1,KNMI (Royal Netherlands Meteorological Institute) | Capital expenditures | Operating expenses | Total for KNMI,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2021,2021_ministry13.pdf,ran_with_rows,3,3,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | Approved budget | Business policy: innovation and entrepreneurship for sustainable prosperity growth | Future Fund,NWO (Dutch Research Council),Named EZ innovation total retained,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,none
Netherlands,2021,2021_ministry14.pdf,ran_with_rows,2,2,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | Knowledge and innovation | Total,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2021,2021_ministry16.pdf,ran_zero_rows,0,2,0,Totaal | Totaal kapitaaluitgaven,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2021,2021_ministry8.pdf,ran_with_rows,3,3,2,OCW Art. 16 Onderzoek en wetenschapsbeleid | Approved budget | Research and science policy,NWO (Dutch Research Council),Aggregate-only OCW Art. 16 for NWO/KNAW,True,True,Ministry 8 consistently provides OCW Art. 16 aggregate appropriations but not an auditable split between NWO and KNAW.,Year has 6 parsed files but agency not found. May be in a non-table section or different document.,document_only_keep_ocw_art16_aggregate
Netherlands,2022,2022_ministry10.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2022,2022_ministry12.pdf,ran_zero_rows,0,3,1,KNMI (Royal Netherlands Meteorological Institute) | Capital income | Operating expenses | Total for KNMI,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2022,2022_ministry13.pdf,ran_with_rows,3,3,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | Approved budget | Business policy: innovation and entrepreneurship for sustainable prosperity growth | Future Fund,NWO (Dutch Research Council),Named EZ innovation total retained,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,none
Netherlands,2022,2022_ministry14.pdf,ran_with_rows,2,2,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | Approved budget | Knowledge and innovation,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2022,2022_ministry16.pdf,ran_zero_rows,0,2,1,RIVM (National Institute for Public Health) | Rijksinstituut voor Volksgezondheid en Milieu | Totaal,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2022,2022_ministry8.pdf,ran_with_rows,2,2,1,OCW Art. 16 Onderzoek en wetenschapsbeleid | Research and science policy | Total,NWO (Dutch Research Council),Aggregate-only OCW Art. 16 for NWO/KNAW,True,True,Ministry 8 consistently provides OCW Art. 16 aggregate appropriations but not an auditable split between NWO and KNAW.,Year has 6 parsed files but agency not found. May be in a non-table section or different document.,document_only_keep_ocw_art16_aggregate
Netherlands,2023,2023_ministry10.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2023,2023_ministry12.pdf,ran_zero_rows,0,3,1,KNMI (Royal Netherlands Meteorological Institute) | Capital Expenditures | Operating Expenses | Total for KNMI,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2023,2023_ministry13.pdf,ran_with_rows,3,3,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | Approved budget | Business policy: innovation and entrepreneurship for sustainable prosperity growth | Future Fund,NWO (Dutch Research Council),Named EZ innovation total retained,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,none
Netherlands,2023,2023_ministry14.pdf,ran_with_rows,2,2,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | Approved budget | Knowledge and innovation,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2023,2023_ministry16.pdf,ran_zero_rows,0,3,0,Totaal | Totaal kapitaalontvangsten | Totaal kapitaaluitgaven,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2023,2023_ministry8.pdf,ran_with_rows,2,2,1,OCW Art. 16 Onderzoek en wetenschapsbeleid | Research and science policy | Total,NWO (Dutch Research Council),Aggregate-only OCW Art. 16 for NWO/KNAW,True,True,Ministry 8 consistently provides OCW Art. 16 aggregate appropriations but not an auditable split between NWO and KNAW.,Year has 6 parsed files but agency not found. May be in a non-table section or different document.,document_only_keep_ocw_art16_aggregate
Netherlands,2024,2024_ministry10.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2024,2024_ministry12.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2024,2024_ministry13.pdf,ran_with_rows,3,3,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | Approved budget | Business policy: innovation and entrepreneurship for sustainable prosperity growth | Future Fund,NWO (Dutch Research Council),Named EZ innovation total retained,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,none
Netherlands,2024,2024_ministry14.pdf,ran_with_rows,2,2,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | Approved budget | Knowledge and innovation,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2024,2024_ministry16.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2024,2024_ministry8.pdf,ran_with_rows,2,2,1,OCW Art. 16 Onderzoek en wetenschapsbeleid | Research and science policy | Total,NWO (Dutch Research Council),Aggregate-only OCW Art. 16 for NWO/KNAW,True,True,Ministry 8 consistently provides OCW Art. 16 aggregate appropriations but not an auditable split between NWO and KNAW.,Year has 6 parsed files but agency not found. May be in a non-table section or different document.,document_only_keep_ocw_art16_aggregate
Netherlands,2025,2025_ministry10.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2025,2025_ministry12.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2025,2025_ministry13.pdf,ran_with_rows,3,3,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | Approved budget | Business policy: innovation and entrepreneurship for sustainable prosperity growth | Future Fund,NWO (Dutch Research Council),Named EZ innovation total retained,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,none
Netherlands,2025,2025_ministry14.pdf,ran_with_rows,2,2,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | Approved budget | Knowledge and innovation,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2025,2025_ministry16.pdf,ran_zero_rows,0,0,0,,NWO (Dutch Research Council),Agency not named in parsed source,False,True,"The source ran, but no agency-specific NWO/KNAW line survived into the final series.",Year has 6 parsed files but agency not found. May be in a non-table section or different document.,targeted_recovery_or_better_annex_needed
Netherlands,2025,2025_ministry8.pdf,ran_with_rows,2,2,1,OCW Art. 16 Onderzoek en wetenschapsbeleid | Approved budget | Research and science policy,NWO (Dutch Research Council),Aggregate-only OCW Art. 16 for NWO/KNAW,True,True,Ministry 8 consistently provides OCW Art. 16 aggregate appropriations but not an auditable split between NWO and KNAW.,Year has 6 parsed files but agency not found. May be in a non-table section or different document.,document_only_keep_ocw_art16_aggregate
