country,agency_name,agency_type,rd_fraction,canonical_name,active_years,include_in_series,notes,classified_by
Canada,G 	•8% 	6.2%,unclear,0.0,G,,False,Cannot determine from the name alone.,llm
Canada,PUBLIC SERVICE SUPERANNUATION ACT,unclear,0.0,Public Service Superannuation Act,,False,The name does not indicate a focus on R&D.,llm
Canada,PRÉPARATIONS ALIMENTAIRES DIVERSES,unclear,0.0,Various Food Preparations,,False,Cannot determine the agency's focus or R&D involvement from the name alone.,llm
Canada,"C-17; L.R.,",unclear,0.0,C-17; L.R.,,False,Cannot determine from the name alone.,llm
Canada,PRODUITS DU TABAC,unclear,0.0,PRODUITS DU TABAC,,False,Agency name does not provide clear indication of R&D focus.,llm
Canada,TR188-237;,unclear,0.0,TR188-237,,False,Cannot determine from the name alone.,llm
Canada,ADMINISTRATIONS PORTUAIRES CANADIENNES,unclear,0.0,Canadian Port Authorities,,False,The name does not provide clear indication of R&D focus.,llm
Canada,RÉGIMES D'AVANTAGES ET D'OBLIGATIONS,unclear,0.0,Régimes d'Avantages et d'Obligations,,False,Cannot determine from the name alone.,llm
Canada,"EEV, 1995,",unclear,0.0,EEV,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,TAU: 6 % (B) TNZ: 6% (B),unclear,0.0,TAU and TNZ,,False,Cannot determine the nature of the agencies from the name alone.,llm
Canada,CONDITIONNELLES ET ENTRÉE EN,unclear,0.0,CONDITIONNELLES ET ENTRÉE EN,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,II% 	9.6% (B),unclear,0.0,II% 9.6% (B),,False,Cannot determine agency type from the name alone.,llm
Canada,"TMÉU: ,S/0",unclear,0.0,TMÉU,,False,Cannot determine from the name alone.,llm
Canada,ENQUÊTES ET RECHERCHES,unclear,0.0,ENQUÊTES ET RECHERCHES,,False,Cannot determine the specific focus or function of the agency from the name alone.,llm
Canada,ANNEXE . I - 1'ARTIE..1) . 7 SECTI QN IV,unclear,0.0,ANNEXE . I - 1'ARTIE..1) . 7 SECTI QN IV,,False,Cannot determine from the name alone.,llm
Canada,LE GOUVERNEMENT FÉDÉRAL ET LES PROVINCES,unclear,0.0,Federal and Provincial Government,,False,Cannot determine the specific focus on R&D from the name alone.,llm
Canada,CANADA—UNITED ARAB EMIRATES TAX CONVENTION,unclear,0.0,Canada-United Arab Emirates Tax Convention,,False,The name suggests a tax agreement rather than an R&D agency.,llm
Canada,PÉCUNIAIRES EN MATIÈRE D'AGRICULTURE ET D'AGROALIMENTAIRE,unclear,0.0,Financial Support for Agriculture and Agri-Food,,False,The name suggests a focus on financial support rather than dedicated R&D.,llm
Canada,SHORT TITLE INTERPRETATION PURPOSE OF ACT POWERS OF MINISTER,unclear,0.0,SHORT TITLE INTERPRETATION PURPOSE OF ACT POWERS OF MINISTER,,False,Cannot determine agency type from the name alone.,llm
Canada,L'HYGIÈNE ET LA SÉCURITÉ,unclear,0.0,L'HYGIÈNE ET LA SÉCURITÉ,,False,Cannot determine from the name alone.,llm
Canada,LEGISLATIVE POWERS,unclear,0.0,Legislative Powers,,False,The name does not provide enough information to determine the agency's focus on R&D.,llm
Canada,AUX ÉTUDIANTS CHAPTE!' 28 CHAPITRE 28,unclear,0.0,AUX ÉTUDIANTS CHAPTE!' 28 CHAPITRE 28,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,YUKON SURFACE RIGHTS BOARD ACT SHORT IULE INTERPRETATION,unclear,0.0,Yukon Surface Rights Board Act Short Rule Interpretation,,False,The name does not provide enough information to classify the agency's focus on R&D.,llm
Canada,DE 1907 AU 31 DÉCEMBRE 1993.*,unclear,0.0,DE 1907 AU 31 DÉCEMBRE 1993,,False,Cannot determine agency type from the name alone.,llm
Canada,COTISATION PATRONALE,unclear,0.0,COTISATION PATRONALE,,False,Cannot determine from the name alone.,llm
Canada,ARTICLE VI,unclear,0.0,ARTICLE VI,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,INTERPRETATION AND APPLICATION,unclear,0.0,Interpretation and Application,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,SHORT TITLE,unclear,0.0,SHORT TITLE,,False,Cannot determine from the name alone.,llm
Canada,DES RÉGIMES DE PENSIONS DU SECTEUR,unclear,0.0,Pension Plans Sector,,False,The name does not indicate a focus on R&D.,llm
Canada,C. 34 	 • -,unclear,0.0,C. 34,,False,Cannot determine from the name alone.,llm
Canada,DORS/99-399,unclear,0.0,DORS/99-399,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,ÉLABORÉES; CIRES D'ORIGINE ANIMALE OÙ VÉGÉTALE,unclear,0.0,ÉLABORÉES; CIRES D'ORIGINE ANIMALE OÙ VÉGÉTALE,,False,Cannot determine the agency type from the name alone.,llm
Canada,AMIDONS ET FÉCULES; INULINE; GLUTEN DE FROMENT,unclear,0.0,AMIDONS ET FÉCULES; INULINE; GLUTEN DE FROMENT,,False,The name does not provide enough information to classify the agency.,llm
Canada,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED",unclear,0.0,"Dairy Produce; Birds' Eggs; Natural Honey; Edible Products of Animal Origin, Not Elsewhere Specified or Included",,False,The name does not provide clear information about its focus on R&D.,llm
Canada,PLANTES VIVANTES ET PRODUITS DE LA FLORICULTURE,unclear,0.0,Living Plants and Floriculture Products,,False,Cannot determine the primary focus of the agency from the name alone.,llm
Canada,COCOA AND COCOA PREPARATIONS,unclear,0.0,COCOA AND COCOA PREPARATIONS,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OF RADIOACTIVE ELEMENTS OR OF ISOTOPES",unclear,0.0,"Inorganic Chemicals; Organic or Inorganic Compounds of Precious Metals, of Rare-Earth Metals, of Radioactive Elements or of Isotopes",,False,The name does not provide enough information to classify the agency.,llm
Canada,ANIMAUX VIVANTS ET PRODUITS DU RÈGNE ANIMAL,unclear,0.0,ANIMAUX VIVANTS ET PRODUITS DU RÈGNE ANIMAL,,False,Cannot determine the agency's focus or budget allocation from the name alone.,llm
Canada,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS,unclear,0.0,Photographic or Cinematographic Goods,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,MATIÈRES PLASTIQUES ET OUVRAGES ENTES MATIÈRES; CAOUTCHOUC ET OUVRAGES EN CAOUTCHOUC,unclear,0.0,MATIÈRES PLASTIQUES ET OUVRAGES ENTES MATIÈRES; CAOUTCHOUC ET OUVRAGES EN CAOUTCHOUC,,False,Cannot determine the agency's focus or budget allocation from the name alone.,llm
Canada,CARPETS AND OTDER TEXTILE FLOOR COVERINGS,unclear,0.0,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,,False,Agency name does not provide clear indication of R&D focus.,llm
Canada,"PAPIERS ET CARTONS; OUVRAGES EN PÂTE DE CELLULOSE, EN PAPIER OU EN CARTON",unclear,0.0,"Papers and Cartons; Works in Cellulose Pulp, Paper or Cardboard",,False,The name does not provide enough information to classify the agency.,llm
Canada,TAPIS ET AUTRES REVÊTEMENTS DE SOL EN MATIÈRES TEXTILES,unclear,0.0,TAPIS ET AUTRES REVÊTEMENTS DE SOL EN MATIÈRES TEXTILES,,False,Cannot determine from the name alone.,llm
Canada,KNITTED OR CROCHETED FABRICS,unclear,0.0,Knitted or Crocheted Fabrics,,False,The name does not provide enough information to classify the agency.,llm
Canada,COIFFURES ET PARTIES DE COIFFURES,unclear,0.0,COIFFURES ET PARTIES DE COIFFURES,,False,The name does not provide enough information to determine the agency's focus on R&D.,llm
Canada,"METALS CLAD • WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEVVELLERY; COIN",unclear,0.0,METALS CLAD WITH PRECIOUS METAL AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN,,False,The name does not indicate a clear focus on R&D or a specific agency type.,llm
Canada,ET OUVRAGES EN CES MATIÈRES; BIJOUTERIE DE FANTAISIE;,unclear,0.0,ET OUVRAGES EN CES MATIÈRES; BIJOUTERIE DE FANTAISIE,,False,Cannot determine the nature or focus of the agency from the name alone.,llm
Canada,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL (INCLUDING ELECTRO-MECHANICAL) TRAFFIC SIGNALLING EQUIPMENT OF ALL KINDS",unclear,0.0,"Railway or Tramway Locomotives, Rolling-Stock and Parts Thereof; Railway or Tramway Track Fixtures and Fittings and Parts Thereof; Mechanical (Including Electro-Mechanical) Traffic Signalling Equipment of All Kinds",,False,The name does not clearly indicate if it is an R&D agency or a broader ministry.,llm
Canada,ARM.S AND AMMUNITION; PARTS AND ACCESSORIES THEREOF,unclear,0.0,ARM.S AND AMMUNITION; PARTS AND ACCESSORIES THEREOF,,False,The name does not provide enough information to classify the agency.,llm
Canada,TR/99-138;,unclear,0.0,TR/99-138,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,"BEVERAGES, SPIRITS AND VINEGAR",unclear,0.0,"Beverages, Spirits and Vinegar",,False,The name does not provide enough information to determine if it is an R&D agency or a ministry.,llm
Canada,SCHEDULE I GENERAL RULES FOR THE INTERPRETATION OF THE HARMONIZED SYSTEM,unclear,0.0,Schedule I General Rules for the Interpretation of the Harmonized System,,False,The name does not indicate a clear focus on R&D.,llm
Canada,"CAFÉ, THÉ, MATÉ ET ÉPICES",unclear,0.0,"CAFÉ, THÉ, MATÉ ET ÉPICES",,False,Cannot determine from the name alone.,llm
Canada,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INUL1N; WHEAT GLUTEN,unclear,0.0,Products of the Milling Industry; Malt; Starches; Inulin; Wheat Gluten,,False,The name does not clearly indicate whether it is an R&D agency or a broader ministry.,llm
Canada,PRODUITS CHIMIQUES ORGANIQUES,unclear,0.0,PRODUITS CHIMIQUES ORGANIQUES,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,CACAO ET SES PRÉPARATIONS,unclear,0.0,CACAO ET SES PRÉPARATIONS,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,"LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE",unclear,0.0,"LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE",,False,The name does not provide enough information to classify the agency.,llm
Canada,"ORES, SLAG AND ASH",unclear,0.0,"ORES, SLAG AND ASH",,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,unclear,0.0,Albuminoidal Substances; Modified Starches; Glues; Enzymes,,False,The name does not clearly indicate whether it is a dedicated R&D agency or a broader ministry.,llm
Canada,PRODUITS DIVERS DES INDUSTRIES CHIMIQUES,unclear,0.0,Diverse Products of Chemical Industries,,False,Cannot determine the focus of the agency from the name alone.,llm
Canada,PLASTICS AND ARTICLES THEREOF,unclear,0.0,Plastics and Articles Thereof,,False,The name does not provide enough information to classify the agency.,llm
Canada,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,unclear,0.0,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,,False,The name does not provide enough information to classify the agency.,llm
Canada,PEAUX (AUTRES QUE LES PELLETERIES) ET CUIRS,unclear,0.0,PEAUX (AUTRES QUE LES PELLETERIES) ET CUIRS,,False,Cannot determine the agency's focus or R&D involvement from the name alone.,llm
Canada,"ARTICLES OF LEATHER; SADDLERY AND HARNESS; TRAVEL GOODS, HANDBAGS AND SIMILAR CONTAINERS; ARTICLES OF ANIMAL GUT (OTHER THAN SILK-WORIVI GUT)",unclear,0.0,"ARTICLES OF LEATHER; SADDLERY AND HARNESS; TRAVEL GOODS, HANDBAGS AND SIMILAR CONTAINERS; ARTICLES OF ANIMAL GUT (OTHER THAN SILK-WORIVI GUT)",,False,The name does not indicate a clear focus on R&D or a specific agency type.,llm
Canada,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,unclear,0.0,Explosives; Pyrotechnic Products; Matches; Pyrophoric Alloys; Certain Combustible Preparations,,False,The name does not clearly indicate if it is a dedicated R&D agency or a broader ministry.,llm
Canada,"ALLIAGES PYROPHORIQUES, MATIÈRES INFLAMMABLES",unclear,0.0,"ALLIAGES PYROPHORIQUES, MATIÈRES INFLAMMABLES",,False,Cannot determine the agency's focus or budget allocation from the name alone.,llm
Canada,FERTILIZERS,unclear,0.0,Fertilizers,,False,Cannot determine the specific focus on R&D from the name alone.,llm
Canada,"WADDING, FELT AND NONWOVENS; SPECIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",unclear,0.0,"Wadding, Felt and Nonwovens; Special Yarns; Twine, Cordage, Ropes and Cables and Articles Thereof",,False,The name does not provide enough information to classify the agency.,llm
Canada,BASE METALS AND ARTICLES OF BASE METAL,unclear,0.0,Base Metals and Articles of Base Metal,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS, RIDING-CROPS AND PARTS THEREOF",unclear,0.0,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS, RIDING-CROPS AND PARTS THEREOF",,False,The name does not indicate a government budget agency or R&D focus.,llm
Canada,ÉTOFFES DE BONNETERIE,unclear,0.0,ÉTOFFES DE BONNETERIE,,False,Cannot determine from the name alone.,llm
Canada,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED .",unclear,0.0,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",,False,The name does not indicate a clear focus on R&D.,llm
Canada,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,unclear,0.0,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,,False,The name does not provide clear information about the agency's focus on R&D.,llm
Canada,AUTRES ARTICLES TEXTILES CONFECTIONNÉS; ASSORTIMENTS; FRIPERIE ET CHIFFONS,unclear,0.0,Other Textile Articles; Assortments; Second-hand Clothing and Rags,,False,The name does not provide clear information about R&D focus.,llm
Canada,HEADGEAR AND PARTS THEREOF,unclear,0.0,HEADGEAR AND PARTS THEREOF,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,"TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",unclear,0.0,"TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",,False,The name does not indicate a specific agency or R&D focus.,llm
Canada,"NUCLEAR REACTORS, BOILERS, IVIACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",unclear,0.0,"Nuclear Reactors, Boilers, Machinery and Mechanical Appliances; Parts Thereof",,False,The name does not clearly indicate if it is a dedicated R&D agency or a broader ministry.,llm
Canada,ÉLECTROMÉCANIQUES) DE SIGNALISATION POUR VOIES DE COMMUNICATION,unclear,0.0,Électromécaniques de Signalisation pour Voies de Communication,,False,Cannot determine the agency's focus or budget allocation from the name alone.,llm
Canada,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES",unclear,0.0,"Electrical Machinery and Equipment and Parts Thereof; Sound Recorders and Reproducers, Television Image and Sound Recorders and Reproducers, and Parts and Accessories of Such Articles",,False,The name does not clearly indicate if it is an R&D agency or a broader ministry.,llm
Canada,"DES IMAGES ET DU SON EN TÉLÉVISION, ET PARTIES ET ACCESSOIRES DE CES APPAREILS",unclear,0.0,"DES IMAGES ET DU SON EN TÉLÉVISION, ET PARTIES ET ACCESSOIRES DE CES APPAREILS",,False,Cannot determine from the name alone.,llm
Canada,RELATIVES À L'IMPÔT SUR LE REVENU,unclear,0.0,Income Tax Relatives,,False,The name does not provide clear information about R&D focus.,llm
Canada,ADMINISTRATIVE DUTIES APPLICATION ADMINISTRATIVE,unclear,0.0,Administrative Duties Application Administrative,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,MISCELLANEOUS 1V1ANUFACTURED ARTICLES,unclear,0.0,MISCELLANEOUS 1V1ANUFACTURED ARTICLES,,False,Cannot determine from the name alone.,llm
Canada,ESTABLISHMENT OF THE DEPARTMENT MISE EN PLACE,unclear,0.0,Establishment of the Department Mise en Place,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,HUMAN RESOURCES MANAGEMENT,mixed_ministry,5.0,Human Resources Management,,False,Broad government department where R&D is a small component.,llm
Canada,CHAPTER 19 CHAPITRE 19 INTERPRETATION,unclear,0.0,Chapter 19 Interpretation,,False,The name does not provide enough information to classify the agency.,llm
Canada,ESTABLISHMENT OF THE DEF'ARTMENT MISE EN PLACE,unclear,0.0,Establishment of the Department Mise en Place,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,RELATED REPEALS,unclear,0.0,RELATED REPEALS,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,"S-11; L.R.,",unclear,0.0,S-11; L.R.,,False,Cannot determine from the name alone.,llm
Canada,SI/2002-122,unclear,0.0,SI/2002-122,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,POLLUTION — MINISTÈRE DES TRANSPORTS,mixed_ministry,5.0,Ministry of Transport,,False,Broad government department where R&D is a small component.,llm
Canada,INFRACTION,unclear,0.0,INFRACTION,,False,Cannot determine from the name alone.,llm
Canada,CANADA — SWEDEN INCOME TAX CONVENTION,unclear,0.0,Canada - Sweden Income Tax Convention,,False,The name does not indicate a focus on R&D.,llm
Canada,CANADA — LITHUANIA INCOME TAX CONVENTION,unclear,0.0,Canada - Lithuania Income Tax Convention,,False,The name suggests a tax convention rather than an R&D agency.,llm
Canada,ASSURANCE-EMPLOI,unclear,0.0,ASSURANCE-EMPLOI,,False,Cannot determine the agency's focus or budget allocation from the name alone.,llm
Canada,"C-50; 1990,",unclear,0.0,C-50; 1990,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,SI/2002-105,unclear,0.0,SI/2002-105,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,MODIFICATIONS DE LA LOI SUR LA SÉCURITÉ DE LA VIEILLESSE,unclear,0.0,Modifications de la Loi sur la Sécurité de la Vieillesse,,False,Cannot determine from the name alone.,llm
Canada,"Sch., SOR/86-49, SOR/86-297; SOR/87-583; S0R/89-156; SOR/91-91; S0R195-293; S0R197-83; SOR/98-441",unclear,0.0,Unclear Agency,,False,Cannot determine from the name alone.,llm
Canada,CANADA—RUSSIA INCOME TAX,unclear,0.0,Canada-Russia Income Tax,,False,The name does not indicate a focus on R&D.,llm
Canada,CANADA—TANZANIA INCOME TAX,unclear,0.0,Canada-Tanzania Income Tax,,False,The name does not indicate a focus on R&D.,llm
Canada,"S0R199-249, SOR/99-267, S0R199-268, SOR/99-309, SOR/99-323, S0R199-447, SOR/99-457",unclear,0.0,"SOR199-249, SOR/99-267, SOR199-268, SOR/99-309, SOR/99-323, SOR199-447, SOR/99-457",,False,Cannot determine agency type from the name alone.,llm
Canada,AMENDMENTS TO SCHEDULE III TO MODIFICATION DE L'ANNEXE III DE THE NUNAVUT ACT 	' 	LA LOLSUR_LE NUNAVUT,unclear,0.0,Amendments to Schedule III to Modification de l'Annexe III de The Nunavut Act,,False,The name does not provide clear information about its focus on R&D.,llm
Canada,CHAPITRE 11,unclear,0.0,CHAPITRE 11,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,FOURNITURE DÉS SERVICES DE,unclear,0.0,FOURNITURE DÉS SERVICES DE,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,LOI SUR L'EXPORTATION ET L'IMPORTATION DE BIENS CULTURELS,unclear,0.0,Cultural Property Export and Import Act,,False,The name does not provide clear indication of R&D focus.,llm
Canada,"I, 3, 17; 1991,",unclear,0.0,"I, 3, 17; 1991",,False,Cannot determine from the name alone.,llm
Canada,DE L'IMPÔT SUR LE REVENU,unclear,0.0,Canada Revenue Agency,,False,"The name suggests a tax agency, but it's unclear if it has any R&D component.",llm
Canada,"CHILDRÉN'S SPECiAi, ALÉO*ANCES",unclear,0.0,Children's Special Allowances,,False,The name does not provide enough information to determine if it is an R&D agency or a mixed ministry.,llm
Canada,COMPANIES' CREDITORS ARRANGEMENT ACT,unclear,0.0,Companies' Creditors Arrangement Act,,False,The name does not indicate a focus on R&D.,llm
Canada,PARTIE VIII LOI SUR LES DOUANES CUSTOMS ACT,unclear,0.0,PARTIE VIII LOI SUR LES DOUANES CUSTOMS ACT,,False,Cannot determine from the name alone.,llm
Canada,CONDITIONAL AMENDIVIENTS,unclear,0.0,Conditional Amendments,,False,Cannot determine the nature or purpose of the agency from the name alone.,llm
Canada,SOR/91-91; S0R195-293; SOR/97-83; S0R198-441,unclear,0.0,SOR/91-91; S0R195-293; SOR/97-83; S0R198-441,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,ARRANGEMENTS FISCAUX,unclear,0.0,Fiscal Arrangements,,False,The name does not provide enough information to determine if it is an R&D agency or a ministry.,llm
Canada,"SOR/98-92,",unclear,0.0,SOR/98-92,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,IMPÔT SUR LA DISPOSITION DE CERTAINS BIENS,unclear,0.0,Tax on the Disposition of Certain Properties,,False,The name does not indicate a focus on R&D.,llm
Canada,"C-28; 1990,",unclear,0.0,C-28; 1990,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,DE SANTÉ ET DE PROGRAMMES,unclear,0.0,Department of Health and Programs,,False,The name does not provide enough information to determine if it is a dedicated R&D agency or a mixed ministry.,llm
Canada,CONDITIONAL AMENDMENTS,unclear,0.0,Conditional Amendments,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,SECTION 11.1 TRANSPORT DU GRAIN DE L'OUEST,unclear,0.0,SECTION 11.1 TRANSPORT DU GRAIN DE L'OUEST,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,BP1' 20.2%,unclear,0.0,BP1,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,"C-29; L.R.,",unclear,0.0,C-29; L.R.,,False,Cannot determine from the name alone.,llm
Canada,ENREGISTREMENT DES LOBBYISTES,unclear,0.0,Lobbyists Registration,,False,The name does not indicate a focus on R&D.,llm
Canada,"N-11; L.R.,",unclear,0.0,N-11; L.R.,,False,Cannot determine from the name alone.,llm
Canada,MAXIMUM ADMISSIBLE DES PRÊTS D'ÉTUDES,unclear,0.0,Maximum Admissible Student Loans,,False,The name suggests a focus on student loans rather than R&D.,llm
Canada,TR/186-193,unclear,0.0,TR/186-193,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,"SOR/89-351; SOR/90-453, SOR/90-582, SOR/90-583; SOR/91-485, SOR/91-486; S0R192-266, S0R192-267, SOR/92-268, SOR/92-507; S0R193-213, SOR/93-214; SOR/94-407, S0R194-408, S0R194-746, SOR/94-747; SOR/95-575; S0R196-237, SOR/96-238; S0R197-492; SOR/97-493; SOR/98-434; S0R199-113",unclear,0.0,SOR/89-351; SOR/90-453; SOR/90-582; SOR/90-583; SOR/91-485; SOR/91-486; SOR/92-266; SOR/92-267; SOR/92-268; SOR/92-507; SOR/93-213; SOR/93-214; SOR/94-407; SOR/94-408; SOR/94-746; SOR/94-747; SOR/95-575; SOR/96-238; SOR/97-493; SOR/98-434; SOR/99-113,,False,Cannot determine agency type from the name alone.,llm
Canada,LOI ABROGÉE,unclear,0.0,LOI ABROGÉE,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,INTERPRÈTE,unclear,0.0,INTERPRÈTE,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,CHAPITRE 19,unclear,0.0,CHAPITRE 19,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,LOI D'ÉXECUTION DU BUDGET 1994,unclear,0.0,Budget Implementation Act 1994,,False,The name does not specify an agency focused on R&D.,llm
Canada,E-15; L.R..,unclear,0.0,E-15; L.R.,,False,Cannot determine from the name alone.,llm
Canada,R.S.C. 1985 •,unclear,0.0,R.S.C. 1985,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,CRIMINAL CODE CODE CRIMINEL',unclear,0.0,Criminal Code,,False,The name does not indicate a focus on R&D.,llm
Canada,A - 2(B - C - D - E),unclear,0.0,A - 2(B - C - D - E),,False,Cannot determine from the name alone.,llm
Canada,AMENDMENTS RELATING TO SECURITIES HELD BY FINANCIAL INSTITUTIONS,unclear,0.0,Amendments Relating to Securities Held by Financial Institutions,,False,The name does not provide clear information about R&D focus.,llm
Canada,A + B - (C - D),unclear,0.0,A + B - (C - D),,False,Cannot determine agency type from the name alone.,llm
Canada,A+B+C+D+E+F-G,unclear,0.0,A+B+C+D+E+F-G,,False,Cannot determine from the name alone.,llm
Canada,RÈGLES CONCERNANT L'APPLICATION DE L'IMPÔT SUR LE REVENU INCOME TAX APPLICATION RULES,unclear,0.0,Income Tax Application Rules,,False,The name does not indicate a focus on R&D.,llm
Canada,CANADIENNE DU BLÉ,unclear,0.0,Canadian Wheat Board,,False,The name does not provide enough information to determine if it is dedicated to R&D or a broader ministry.,llm
Canada,"CHAPTER 21 AN ACT TO AMEND THE INCOME TAX ACT, THE INCOME TAX APPLICATION RULES, THE CANADA PENSION PLAN, THE CANADA BUSINESS CORPORATIONS ACT, THE EXCISE TAX ACT, THE UNEMPLOYMANT INSURANCE ACT AND CERTAIN RELATED ACTS",unclear,0.0,Chapter 21 Act to Amend Various Acts,,False,The name does not indicate a specific agency or R&D focus.,llm
Canada,DE LA VALLÉE DU MACKENZIE,unclear,0.0,De la Vallée du Mackenzie,,False,Cannot determine from the name alone.,llm
Canada,PAR'11E III,unclear,0.0,PAR'11E III,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,GROUPES DE RÉSISTANCE,unclear,0.0,GROUPES DE RÉSISTANCE,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,REVENU NAÉONAL CUSTOMS AND EXCISE,mixed_ministry,5.0,Canada Revenue Agency - Customs and Excise,,False,Primarily a revenue collection agency with minimal R&D focus.,llm
Canada,BUREAUX SPeCIAUX DE SCRUTIN,unclear,0.0,Bureaux Spéciaux de Scrutin,,False,Agency name does not provide clear indication of R&D focus.,llm
Canada,RÉMUNÉRATION,unclear,0.0,Rémunération,,False,The name does not provide enough information to determine the agency's focus.,llm
Canada,CHAPITRE 1,unclear,0.0,CHAPITRE 1,,False,Cannot determine from the name alone.,llm
Canada,CHAPITRE 3,unclear,0.0,CHAPITRE 3,,False,Cannot determine from the name alone.,llm
Canada,CHAPITRE '14,unclear,0.0,CHAPITRE '14,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,"CHAPTEP, 19 CHAPITRE 19 YOUNG OFFENDERS ACT LOI SUR LES JEUNES CONTREVENANTS",unclear,0.0,"CHAPTEP, 19 CHAPITRE 19 YOUNG OFFENDERS ACT LOI SUR LES JEUNES CONTREVENANTS",,False,The name does not provide clear information about R&D focus.,llm
Canada,CRIMINELLES À D'AU,unclear,0.0,CRIMINELLES À D'AU,,False,Cannot determine from the name alone.,llm
