country,year,report_fixable,report_category,report_tried,report_conclusion,report_source_files,current_gap_report_has_gap,current_gap_report_actions,current_gap_report_canonicals,current_gap_report_row_count,review_table_issue_labels,review_table_actions,review_table_diagnosis,review_table_row_count,suggested_status,review_basis
Hungary,2003,Potentially,Extraction gaps in covered period,Hungary has 7 gaps. 34 files in corpus. OTKA (Hungarian Scientific Research Fund) and NKTH key agencies. Source docs likely exist.,POTENTIALLY FIXABLE — Source docs likely available.,2003 (2002). évi LXII. törvény.pdf | 2004 2003. évi CXVI. törvény.pdf | 2003 (2002). évi LXII. törvény.pdf | 2004 2003. évi CXVI. törvény.pdf,Yes,verify,Hungarian Academy of Sciences (MTA),1,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Hungary,2004,Potentially,Extraction gaps in covered period,Hungary has 7 gaps. 34 files in corpus. OTKA (Hungarian Scientific Research Fund) and NKTH key agencies. Source docs likely exist.,POTENTIALLY FIXABLE — Source docs likely available.,2005 2004. évi CXXXV. törvény.pdf | 2004 2003. évi CXVI. törvény.pdf | 2005 2004. évi CXXXV. törvény.pdf | 2004 2003. évi CXVI. törvény.pdf,Yes,verify,Hungarian Academy of Sciences (MTA),1,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Hungary,2006,Potentially,Extraction gaps in covered period,Hungary has 7 gaps. 34 files in corpus. OTKA (Hungarian Scientific Research Fund) and NKTH key agencies. Source docs likely exist.,POTENTIALLY FIXABLE — Source docs likely available.,2007 2006. évi CXXVII. törvény.pdf | 2006 2005. évi CLIII. törvény.pdf | 2007 2006. évi CXXVII. törvény.pdf | 2006 2005. évi CLIII. törvény.pdf,Yes,verify,Hungarian Academy of Sciences (MTA),1,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Hungary,2008,Potentially,Extraction gaps in covered period,Hungary has 7 gaps. 34 files in corpus. OTKA (Hungarian Scientific Research Fund) and NKTH key agencies. Source docs likely exist.,POTENTIALLY FIXABLE — Source docs likely available.,2009 2008. évi CII. törvény.pdf | 2008 2007. évi CLXIX. törvény.pdf | 2009 2008. évi CII. törvény.pdf | 2008 2007. évi CLXIX. törvény.pdf,Yes,verify,Hungarian Academy of Sciences (MTA),1,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Hungary,2009,Potentially,Extraction gaps in covered period,Hungary has 7 gaps. 34 files in corpus. OTKA (Hungarian Scientific Research Fund) and NKTH key agencies. Source docs likely exist.,POTENTIALLY FIXABLE — Source docs likely available.,2009 2008. évi CII. törvény.pdf | 2009 2008. évi CII. törvény.pdf,Yes,verify,Hungarian Academy of Sciences (MTA),1,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Israel,1993,No,No source documents found in corpus for gap years,"Israel has 4 gaps. 57 files in corpus but no documents found matching 1993, 2003, 2006, or 2020.",NOT FIXABLE without source documents — files not in corpus for these specific years.,,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Israel,2003,No,No source documents found in corpus for gap years,"Israel has 4 gaps. 57 files in corpus but no documents found matching 1993, 2003, 2006, or 2020.",NOT FIXABLE without source documents — files not in corpus for these specific years.,,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Israel,2006,No,No source documents found in corpus for gap years,"Israel has 4 gaps. 57 files in corpus but no documents found matching 1993, 2003, 2006, or 2020.",NOT FIXABLE without source documents — files not in corpus for these specific years.,,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Israel,2020,No,No source documents found in corpus for gap years,"Israel has 4 gaps. 57 files in corpus but no documents found matching 1993, 2003, 2006, or 2020.",NOT FIXABLE without source documents — files not in corpus for these specific years.,,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Italy,1998,Potentially,Source docs available — not yet extracted,"Previous LLM extraction covered only 1986-1997 and 2009-2024. For 1998-2008, source PDFs exist (Italian Finance Bills — Gazzetta Ufficiale, e.g. '1998 19971230_302_SO_255.pdf'). These years have not been attempted yet.",POTENTIALLY FIXABLE — Source PDFs exist for all years 1998-2008. Needs targeted re-extraction with prompts focusing on 'dotazione ordinaria' or annual institutional appropriation lines (not extraordinary contributions or multiyear authorizations).,1998 19971230_302_SO_255.pdf | 1998 19971231_303_SO_257.pdf | 1998 19971230_302_SO_255.pdf | 1998 19971231_303_SO_257.pdf,Yes,reclassify | reextract,ASI — Agenzia Spaziale Italiana | ENEA | FOE — Fondo Ordinario per gli Enti di ricerca | INFN — Istituto Nazionale di Fisica Nucleare,4,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Italy,1999,Potentially,Source docs available — not yet extracted,"Previous LLM extraction covered only 1986-1997 and 2009-2024. For 1998-2008, source PDFs exist (Italian Finance Bills — Gazzetta Ufficiale, e.g. '1998 19971230_302_SO_255.pdf'). These years have not been attempted yet.",POTENTIALLY FIXABLE — Source PDFs exist for all years 1998-2008. Needs targeted re-extraction with prompts focusing on 'dotazione ordinaria' or annual institutional appropriation lines (not extraordinary contributions or multiyear authorizations).,1999 19981230_303_SO_211.pdf | 1999 19981229_302_SO_210.pdf | 1999 19981230_303_SO_211.pdf | 1999 19981229_302_SO_210.pdf,Yes,reclassify | reextract,ASI — Agenzia Spaziale Italiana | CNR — Consiglio Nazionale delle Ricerche | ENEA | FOE — Fondo Ordinario per gli Enti di ricerca | INFN — Istituto Nazionale di Fisica Nucleare,5,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Italy,2000,Potentially,Source docs available — not yet extracted,"Previous LLM extraction covered only 1986-1997 and 2009-2024. For 1998-2008, source PDFs exist (Italian Finance Bills — Gazzetta Ufficiale, e.g. '1998 19971230_302_SO_255.pdf'). These years have not been attempted yet.",POTENTIALLY FIXABLE — Source PDFs exist for all years 1998-2008. Needs targeted re-extraction with prompts focusing on 'dotazione ordinaria' or annual institutional appropriation lines (not extraordinary contributions or multiyear authorizations).,2000 19991227_302_SO_227.pdf | 2000 19991227_302_SO_228.pdf | 2000 19991227_302_SO_227.pdf | 2000 19991227_302_SO_228.pdf,Yes,reextract,ASI — Agenzia Spaziale Italiana | CNR — Consiglio Nazionale delle Ricerche | ENEA | FIRST / FAR / FIRB — Fondi per la ricerca | FOE — Fondo Ordinario per gli Enti di ricerca | INFN — Istituto Nazionale di Fisica Nucleare | PRIN — Progetti di Rilevante Interesse Nazionale,7,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Italy,2001,Potentially,Source docs available — not yet extracted,"Previous LLM extraction covered only 1986-1997 and 2009-2024. For 1998-2008, source PDFs exist (Italian Finance Bills — Gazzetta Ufficiale, e.g. '1998 19971230_302_SO_255.pdf'). These years have not been attempted yet.",POTENTIALLY FIXABLE — Source PDFs exist for all years 1998-2008. Needs targeted re-extraction with prompts focusing on 'dotazione ordinaria' or annual institutional appropriation lines (not extraordinary contributions or multiyear authorizations).,2001 20001229_302_SO_220.pdf | 2001 20001229_302_SO_219.pdf | 2001 20001229_302_SO_220.pdf | 2001 20001229_302_SO_219.pdf,Yes,reextract | verify,ASI — Agenzia Spaziale Italiana | CNR — Consiglio Nazionale delle Ricerche | FOE — Fondo Ordinario per gli Enti di ricerca | INFN — Istituto Nazionale di Fisica Nucleare,4,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Italy,2002,Potentially,Source docs available — not yet extracted,"Previous LLM extraction covered only 1986-1997 and 2009-2024. For 1998-2008, source PDFs exist (Italian Finance Bills — Gazzetta Ufficiale, e.g. '1998 19971230_302_SO_255.pdf'). These years have not been attempted yet.",POTENTIALLY FIXABLE — Source PDFs exist for all years 1998-2008. Needs targeted re-extraction with prompts focusing on 'dotazione ordinaria' or annual institutional appropriation lines (not extraordinary contributions or multiyear authorizations).,2002 20011229_301_SO_285.pdf | 2002 20011229_301_SO_286.pdf | 2002 20011229_301_SO_285.pdf | 2002 20011229_301_SO_286.pdf,Yes,reclassify | reextract,ASI — Agenzia Spaziale Italiana | ENEA | FIRST / FAR / FIRB — Fondi per la ricerca | FOE — Fondo Ordinario per gli Enti di ricerca | INAF — Istituto Nazionale di Astrofisica | INFN — Istituto Nazionale di Fisica Nucleare | PRIN — Progetti di Rilevante Interesse Nazionale,7,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Italy,2003,Potentially,Source docs available — not yet extracted,"Previous LLM extraction covered only 1986-1997 and 2009-2024. For 1998-2008, source PDFs exist (Italian Finance Bills — Gazzetta Ufficiale, e.g. '1998 19971230_302_SO_255.pdf'). These years have not been attempted yet.",POTENTIALLY FIXABLE — Source PDFs exist for all years 1998-2008. Needs targeted re-extraction with prompts focusing on 'dotazione ordinaria' or annual institutional appropriation lines (not extraordinary contributions or multiyear authorizations).,2003 20021231_305_SO_241.pdf | 2003 20021231_305_SO_240.pdf | 2003 20021231_305_SO_241.pdf | 2003 20021231_305_SO_240.pdf,Yes,reclassify | reextract,ASI — Agenzia Spaziale Italiana | CNR — Consiglio Nazionale delle Ricerche | FOE — Fondo Ordinario per gli Enti di ricerca | INAF — Istituto Nazionale di Astrofisica | INFN — Istituto Nazionale di Fisica Nucleare,5,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Italy,2004,Potentially,Source docs available — not yet extracted,"Previous LLM extraction covered only 1986-1997 and 2009-2024. For 1998-2008, source PDFs exist (Italian Finance Bills — Gazzetta Ufficiale, e.g. '1998 19971230_302_SO_255.pdf'). These years have not been attempted yet.",POTENTIALLY FIXABLE — Source PDFs exist for all years 1998-2008. Needs targeted re-extraction with prompts focusing on 'dotazione ordinaria' or annual institutional appropriation lines (not extraordinary contributions or multiyear authorizations).,2004 20031227_299_SO_197.pdf | 2004 20031227_299_SO_196.pdf | 2004 20031227_299_SO_196-1.pdf | 2004 20031227_299_SO_197.pdf | 2004 20031227_299_SO_196.pdf,Yes,reclassify | reextract,ASI — Agenzia Spaziale Italiana | CNR — Consiglio Nazionale delle Ricerche | FOE — Fondo Ordinario per gli Enti di ricerca | INAF — Istituto Nazionale di Astrofisica | INFN — Istituto Nazionale di Fisica Nucleare | PRIN — Progetti di Rilevante Interesse Nazionale,6,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Italy,2005,Potentially,Source docs available — not yet extracted,"Previous LLM extraction covered only 1986-1997 and 2009-2024. For 1998-2008, source PDFs exist (Italian Finance Bills — Gazzetta Ufficiale, e.g. '1998 19971230_302_SO_255.pdf'). These years have not been attempted yet.",POTENTIALLY FIXABLE — Source PDFs exist for all years 1998-2008. Needs targeted re-extraction with prompts focusing on 'dotazione ordinaria' or annual institutional appropriation lines (not extraordinary contributions or multiyear authorizations).,2005 20041231_306_SO_193.pdf | 2005 20041231_306_SO_192.pdf | 2005 20041231_306_SO_193.pdf | 2005 20041231_306_SO_192.pdf,Yes,reclassify | reextract,ASI — Agenzia Spaziale Italiana | CNR — Consiglio Nazionale delle Ricerche | FIRST / FAR / FIRB — Fondi per la ricerca | FOE — Fondo Ordinario per gli Enti di ricerca | INAF — Istituto Nazionale di Astrofisica | INFN — Istituto Nazionale di Fisica Nucleare | PRIN — Progetti di Rilevante Interesse Nazionale,7,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Italy,2006,Potentially,Source docs available — not yet extracted,"Previous LLM extraction covered only 1986-1997 and 2009-2024. For 1998-2008, source PDFs exist (Italian Finance Bills — Gazzetta Ufficiale, e.g. '1998 19971230_302_SO_255.pdf'). These years have not been attempted yet.",POTENTIALLY FIXABLE — Source PDFs exist for all years 1998-2008. Needs targeted re-extraction with prompts focusing on 'dotazione ordinaria' or annual institutional appropriation lines (not extraordinary contributions or multiyear authorizations).,2006 20051229_302_SO_211.pdf | 2006 20051229_302_SO_212.pdf | 2006 20051229_302_SO_211.pdf | 2006 20051229_302_SO_212.pdf,Yes,reclassify | reextract,ASI — Agenzia Spaziale Italiana | FIRST / FAR / FIRB — Fondi per la ricerca | FOE — Fondo Ordinario per gli Enti di ricerca | INAF — Istituto Nazionale di Astrofisica | INFN — Istituto Nazionale di Fisica Nucleare | PRIN — Progetti di Rilevante Interesse Nazionale,6,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Italy,2007,Potentially,Source docs available — not yet extracted,"Previous LLM extraction covered only 1986-1997 and 2009-2024. For 1998-2008, source PDFs exist (Italian Finance Bills — Gazzetta Ufficiale, e.g. '1998 19971230_302_SO_255.pdf'). These years have not been attempted yet.",POTENTIALLY FIXABLE — Source PDFs exist for all years 1998-2008. Needs targeted re-extraction with prompts focusing on 'dotazione ordinaria' or annual institutional appropriation lines (not extraordinary contributions or multiyear authorizations).,2007 20061227_299_SO_244.pdf | 2007 20061228_300_SO_247.pdf | 2007 20061227_299_SO_244.pdf | 2007 20061228_300_SO_247.pdf,Yes,reclassify | reextract,ASI — Agenzia Spaziale Italiana | ENEA | FIRST / FAR / FIRB — Fondi per la ricerca | FOE — Fondo Ordinario per gli Enti di ricerca | INAF — Istituto Nazionale di Astrofisica | INFN — Istituto Nazionale di Fisica Nucleare | PRIN — Progetti di Rilevante Interesse Nazionale,7,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Italy,2008,Potentially,Source docs available — not yet extracted,"Previous LLM extraction covered only 1986-1997 and 2009-2024. For 1998-2008, source PDFs exist (Italian Finance Bills — Gazzetta Ufficiale, e.g. '1998 19971230_302_SO_255.pdf'). These years have not been attempted yet.",POTENTIALLY FIXABLE — Source PDFs exist for all years 1998-2008. Needs targeted re-extraction with prompts focusing on 'dotazione ordinaria' or annual institutional appropriation lines (not extraordinary contributions or multiyear authorizations).,2008 20071228_300_SO_286.pdf | 2008 20071228_300_SO_285.pdf | 2008 20071228_300_SO_286.pdf | 2008 20071228_300_SO_285.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Italy,2009,Potentially,Scale error in existing extraction,"LLM extraction ran but amounts are 12-25× too large (e.g. CNR 2013 = 16.1B EUR vs. expected ~1B). Root cause: LLM reads extraordinary contributions, multiyear authorization totals, or mission-level aggregates instead of annual institutional appropriation lines. 'modern_caps' filter in canonical_series.py blocks these inflated values from rd_database.csv.",POTENTIALLY FIXABLE — Re-extract with prompt specifically targeting annual 'dotazione ordinaria' or 'fondo ordinario' line items. Clean-factor scaling not possible since error ratio varies by year and agency.,2009 20081230_303_SO_286.pdf | 2009 20081230_303_SO_285.pdf | 2009 20081230_303_SO_286.pdf | 2009 20081230_303_SO_285.pdf,Yes,reclassify | reextract,ASI — Agenzia Spaziale Italiana | ENEA | FIRST / FAR / FIRB — Fondi per la ricerca | FOE — Fondo Ordinario per gli Enti di ricerca | INAF — Istituto Nazionale di Astrofisica | INFN — Istituto Nazionale di Fisica Nucleare | PRIN — Progetti di Rilevante Interesse Nazionale,7,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Italy,2010,Potentially,Scale error in existing extraction,"LLM extraction ran but amounts are 12-25× too large (e.g. CNR 2013 = 16.1B EUR vs. expected ~1B). Root cause: LLM reads extraordinary contributions, multiyear authorization totals, or mission-level aggregates instead of annual institutional appropriation lines. 'modern_caps' filter in canonical_series.py blocks these inflated values from rd_database.csv.",POTENTIALLY FIXABLE — Re-extract with prompt specifically targeting annual 'dotazione ordinaria' or 'fondo ordinario' line items. Clean-factor scaling not possible since error ratio varies by year and agency.,2010 20091230_302_SO_244.pdf | 2010 20091230_302_SO_243.pdf | 2010 20091230_302_SO_244.pdf | 2010 20091230_302_SO_243.pdf,Yes,reextract,ASI — Agenzia Spaziale Italiana | CNR — Consiglio Nazionale delle Ricerche | ENEA | INAF — Istituto Nazionale di Astrofisica | INFN — Istituto Nazionale di Fisica Nucleare | PRIN — Progetti di Rilevante Interesse Nazionale,6,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Italy,2011,Potentially,Scale error in existing extraction,"LLM extraction ran but amounts are 12-25× too large (e.g. CNR 2013 = 16.1B EUR vs. expected ~1B). Root cause: LLM reads extraordinary contributions, multiyear authorization totals, or mission-level aggregates instead of annual institutional appropriation lines. 'modern_caps' filter in canonical_series.py blocks these inflated values from rd_database.csv.",POTENTIALLY FIXABLE — Re-extract with prompt specifically targeting annual 'dotazione ordinaria' or 'fondo ordinario' line items. Clean-factor scaling not possible since error ratio varies by year and agency.,2011 20101221_297_SO_281.pdf | 2011 20101221_297_SO_281.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Italy,2012,Potentially,Scale error in existing extraction,"LLM extraction ran but amounts are 12-25× too large (e.g. CNR 2013 = 16.1B EUR vs. expected ~1B). Root cause: LLM reads extraordinary contributions, multiyear authorization totals, or mission-level aggregates instead of annual institutional appropriation lines. 'modern_caps' filter in canonical_series.py blocks these inflated values from rd_database.csv.",POTENTIALLY FIXABLE — Re-extract with prompt specifically targeting annual 'dotazione ordinaria' or 'fondo ordinario' line items. Clean-factor scaling not possible since error ratio varies by year and agency.,2012 20111114_265_SO_234.pdf | 2012 20111114_265_SO_234.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Italy,2013,Potentially,Scale error in existing extraction,"LLM extraction ran but amounts are 12-25× too large (e.g. CNR 2013 = 16.1B EUR vs. expected ~1B). Root cause: LLM reads extraordinary contributions, multiyear authorization totals, or mission-level aggregates instead of annual institutional appropriation lines. 'modern_caps' filter in canonical_series.py blocks these inflated values from rd_database.csv.",POTENTIALLY FIXABLE — Re-extract with prompt specifically targeting annual 'dotazione ordinaria' or 'fondo ordinario' line items. Clean-factor scaling not possible since error ratio varies by year and agency.,2013 20121229_302_SO_212.pdf | 2013 20121229_302_SO_212.pdf,Yes,reclassify | reextract,CNR — Consiglio Nazionale delle Ricerche | ENEA | FIRST / FAR / FIRB — Fondi per la ricerca | FOE — Fondo Ordinario per gli Enti di ricerca | INFN — Istituto Nazionale di Fisica Nucleare | PRIN — Progetti di Rilevante Interesse Nazionale,6,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Italy,2014,Potentially,Scale error in existing extraction,"LLM extraction ran but amounts are 12-25× too large (e.g. CNR 2013 = 16.1B EUR vs. expected ~1B). Root cause: LLM reads extraordinary contributions, multiyear authorization totals, or mission-level aggregates instead of annual institutional appropriation lines. 'modern_caps' filter in canonical_series.py blocks these inflated values from rd_database.csv.",POTENTIALLY FIXABLE — Re-extract with prompt specifically targeting annual 'dotazione ordinaria' or 'fondo ordinario' line items. Clean-factor scaling not possible since error ratio varies by year and agency.,2014 20131227_302_SO_088.pdf | 2014 20131227_302_SO_088.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Italy,2015,Potentially,Scale error in existing extraction,"LLM extraction ran but amounts are 12-25× too large (e.g. CNR 2013 = 16.1B EUR vs. expected ~1B). Root cause: LLM reads extraordinary contributions, multiyear authorization totals, or mission-level aggregates instead of annual institutional appropriation lines. 'modern_caps' filter in canonical_series.py blocks these inflated values from rd_database.csv.",POTENTIALLY FIXABLE — Re-extract with prompt specifically targeting annual 'dotazione ordinaria' or 'fondo ordinario' line items. Clean-factor scaling not possible since error ratio varies by year and agency.,2015 20141229_300_SO_100.pdf | 2015 20141229_300_SO_100.pdf,Yes,reextract,ASI — Agenzia Spaziale Italiana | CNR — Consiglio Nazionale delle Ricerche | ENEA | FIRST / FAR / FIRB — Fondi per la ricerca | FOE — Fondo Ordinario per gli Enti di ricerca | INAF — Istituto Nazionale di Astrofisica | INFN — Istituto Nazionale di Fisica Nucleare | PRIN — Progetti di Rilevante Interesse Nazionale,8,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Italy,2016,Potentially,Scale error in existing extraction,"LLM extraction ran but amounts are 12-25× too large (e.g. CNR 2013 = 16.1B EUR vs. expected ~1B). Root cause: LLM reads extraordinary contributions, multiyear authorization totals, or mission-level aggregates instead of annual institutional appropriation lines. 'modern_caps' filter in canonical_series.py blocks these inflated values from rd_database.csv.",POTENTIALLY FIXABLE — Re-extract with prompt specifically targeting annual 'dotazione ordinaria' or 'fondo ordinario' line items. Clean-factor scaling not possible since error ratio varies by year and agency.,2016 20151230_302_SO_071.pdf | 2016 20151230_302_SO_071.pdf,Yes,reextract,ASI — Agenzia Spaziale Italiana | ENEA | FIRST / FAR / FIRB — Fondi per la ricerca | FOE — Fondo Ordinario per gli Enti di ricerca | INAF — Istituto Nazionale di Astrofisica | INFN — Istituto Nazionale di Fisica Nucleare | PRIN — Progetti di Rilevante Interesse Nazionale,7,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Italy,2017,Potentially,Scale error in existing extraction,"LLM extraction ran but amounts are 12-25× too large (e.g. CNR 2013 = 16.1B EUR vs. expected ~1B). Root cause: LLM reads extraordinary contributions, multiyear authorization totals, or mission-level aggregates instead of annual institutional appropriation lines. 'modern_caps' filter in canonical_series.py blocks these inflated values from rd_database.csv.",POTENTIALLY FIXABLE — Re-extract with prompt specifically targeting annual 'dotazione ordinaria' or 'fondo ordinario' line items. Clean-factor scaling not possible since error ratio varies by year and agency.,2017 20161221_297_SO_057.pdf | 2017 20161221_297_SO_057.pdf,Yes,reclassify | reextract,ASI — Agenzia Spaziale Italiana | CNR — Consiglio Nazionale delle Ricerche | ENEA | FIRST / FAR / FIRB — Fondi per la ricerca | FOE — Fondo Ordinario per gli Enti di ricerca | INAF — Istituto Nazionale di Astrofisica | INFN — Istituto Nazionale di Fisica Nucleare | PRIN — Progetti di Rilevante Interesse Nazionale,8,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Italy,2018,Potentially,Scale error in existing extraction,"LLM extraction ran but amounts are 12-25× too large (e.g. CNR 2013 = 16.1B EUR vs. expected ~1B). Root cause: LLM reads extraordinary contributions, multiyear authorization totals, or mission-level aggregates instead of annual institutional appropriation lines. 'modern_caps' filter in canonical_series.py blocks these inflated values from rd_database.csv.",POTENTIALLY FIXABLE — Re-extract with prompt specifically targeting annual 'dotazione ordinaria' or 'fondo ordinario' line items. Clean-factor scaling not possible since error ratio varies by year and agency.,2018 20171229_302_SO_062.pdf | 2018 20171229_302_SO_062.pdf,Yes,reclassify | reextract,ASI — Agenzia Spaziale Italiana | CNR — Consiglio Nazionale delle Ricerche | ENEA | FIRST / FAR / FIRB — Fondi per la ricerca | FOE — Fondo Ordinario per gli Enti di ricerca | INAF — Istituto Nazionale di Astrofisica | INFN — Istituto Nazionale di Fisica Nucleare | PRIN — Progetti di Rilevante Interesse Nazionale,8,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Italy,2019,Potentially,Scale error in existing extraction,"LLM extraction ran but amounts are 12-25× too large (e.g. CNR 2013 = 16.1B EUR vs. expected ~1B). Root cause: LLM reads extraordinary contributions, multiyear authorization totals, or mission-level aggregates instead of annual institutional appropriation lines. 'modern_caps' filter in canonical_series.py blocks these inflated values from rd_database.csv.",POTENTIALLY FIXABLE — Re-extract with prompt specifically targeting annual 'dotazione ordinaria' or 'fondo ordinario' line items. Clean-factor scaling not possible since error ratio varies by year and agency.,2019 20181231_302_SO_062.pdf | 2019 20181231_302_SO_062.pdf,Yes,reclassify | reextract,ASI — Agenzia Spaziale Italiana | CNR — Consiglio Nazionale delle Ricerche | ENEA | FIRST / FAR / FIRB — Fondi per la ricerca | FOE — Fondo Ordinario per gli Enti di ricerca | INAF — Istituto Nazionale di Astrofisica | INFN — Istituto Nazionale di Fisica Nucleare | PRIN — Progetti di Rilevante Interesse Nazionale,8,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Italy,2020,Potentially,Scale error in existing extraction,"LLM extraction ran but amounts are 12-25× too large (e.g. CNR 2013 = 16.1B EUR vs. expected ~1B). Root cause: LLM reads extraordinary contributions, multiyear authorization totals, or mission-level aggregates instead of annual institutional appropriation lines. 'modern_caps' filter in canonical_series.py blocks these inflated values from rd_database.csv.",POTENTIALLY FIXABLE — Re-extract with prompt specifically targeting annual 'dotazione ordinaria' or 'fondo ordinario' line items. Clean-factor scaling not possible since error ratio varies by year and agency.,2020 20191230_304_SO_045.pdf | 2020 20191230_304_SO_045.pdf,Yes,reclassify | reextract,ASI — Agenzia Spaziale Italiana | ENEA | FIRST / FAR / FIRB — Fondi per la ricerca | FOE — Fondo Ordinario per gli Enti di ricerca | INAF — Istituto Nazionale di Astrofisica | INFN — Istituto Nazionale di Fisica Nucleare | PRIN — Progetti di Rilevante Interesse Nazionale,7,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Italy,2022,Potentially,Scale error in existing extraction,"LLM extraction ran but amounts are 12-25× too large (e.g. CNR 2013 = 16.1B EUR vs. expected ~1B). Root cause: LLM reads extraordinary contributions, multiyear authorization totals, or mission-level aggregates instead of annual institutional appropriation lines. 'modern_caps' filter in canonical_series.py blocks these inflated values from rd_database.csv.",POTENTIALLY FIXABLE — Re-extract with prompt specifically targeting annual 'dotazione ordinaria' or 'fondo ordinario' line items. Clean-factor scaling not possible since error ratio varies by year and agency.,2022 20211231_310_SO_049.pdf | 2022 20211231_310_SO_049.pdf,Yes,reclassify | reextract,ASI — Agenzia Spaziale Italiana | CNR — Consiglio Nazionale delle Ricerche | ENEA | FIRST / FAR / FIRB — Fondi per la ricerca | FOE — Fondo Ordinario per gli Enti di ricerca | INAF — Istituto Nazionale di Astrofisica | INFN — Istituto Nazionale di Fisica Nucleare | PRIN — Progetti di Rilevante Interesse Nazionale,8,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Italy,2023,Potentially,Scale error in existing extraction,"LLM extraction ran but amounts are 12-25× too large (e.g. CNR 2013 = 16.1B EUR vs. expected ~1B). Root cause: LLM reads extraordinary contributions, multiyear authorization totals, or mission-level aggregates instead of annual institutional appropriation lines. 'modern_caps' filter in canonical_series.py blocks these inflated values from rd_database.csv.",POTENTIALLY FIXABLE — Re-extract with prompt specifically targeting annual 'dotazione ordinaria' or 'fondo ordinario' line items. Clean-factor scaling not possible since error ratio varies by year and agency.,2023 20221229_303_SO_043.pdf | 2023 20221229_303_SO_043.pdf,Yes,reclassify | reextract,ASI — Agenzia Spaziale Italiana | CNR — Consiglio Nazionale delle Ricerche | ENEA | FIRST / FAR / FIRB — Fondi per la ricerca | FOE — Fondo Ordinario per gli Enti di ricerca | INAF — Istituto Nazionale di Astrofisica | INFN — Istituto Nazionale di Fisica Nucleare | PRIN — Progetti di Rilevante Interesse Nazionale,8,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Korea,2020,No,Source doc not found for gap year,Korea has 1 gap (2020). 21 files in corpus. KOSEF/NRF key agencies. No source document found matching 2020.,NOT FIXABLE — source document for 2020 not in corpus.,,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Latvia,1994,Potentially,Extraction gaps in long time series,"Latvia has 13 gaps (1994, 2002, 2004-2005, 2007-2008, 2010-2014, 2016-2017). 38 files in corpus. LZP (Latvian Council of Science) key R&D agency. Gap years appear not to have been attempted.",POTENTIALLY FIXABLE — Source docs likely available.,likumi_lv_57949_24.11.1994__lv.pdf | likumi_lv_57949_24.11.1994__lv.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Latvia,2002,Potentially,Extraction gaps in long time series,"Latvia has 13 gaps (1994, 2002, 2004-2005, 2007-2008, 2010-2014, 2016-2017). 38 files in corpus. LZP (Latvian Council of Science) key R&D agency. Gap years appear not to have been attempted.",POTENTIALLY FIXABLE — Source docs likely available.,likumi_lv_56619_21.11.2002__lv.pdf | likumi_lv_56619_21.11.2002__lv.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
