reform_id,country_code,country_name,survey_year,implementation_year,announcement_year,announcement_year_source,announcement_year_confidence,legislation_year,legislation_year_source,legislation_year_confidence,implementation_year_end,implementation_year_source,implementation_year_confidence,theme,sub_theme,secondary_type,alternative_theme,rd_actor,rd_stage,growth_orientation,growth_orientation_rationale,growth_orientation_confidence,package_name,component_name,is_component,status,status_evidence,status_confidence,is_major_reform,importance_bucket,importance_rationale,importance_confidence,description,source_quote,source_page_start,source_page_end
JPN_1981_003,JPN,Japan,1981,,,,,,,,,,,innovation,rd_funding,sectoral_rd,,public_private,applied,growth_supporting,"Targeted R&D funding and tax incentives for technologically-advanced sectors directly support innovation, productivity, and industrial competitiveness.",high,MITI Industrial Technology Development Programme,,False,implemented,Text states 'implemented' in 1974.,high,True,3,"Structural, system-wide industrial policy coordinating multiple funding instruments (grants, loans, tax benefits, joint ventures) across multiple strategic sectors.",high,"Japan implemented specific development plans formulated by MITI to promote technologically-advanced industries (industrial machinery, information electronics, aircraft, nuclear energy) through government financial assistance including grants, concessional loans, special tax benefits for R&D projects, and joint ventures to promote domestic technology development.","The expansion of technologically-sophisticated industries was promoted by specific development plans formulated by MITI and government financial assistance provided under various schemes. This has essentially taken the form of grants, concessional loans and special tax benefits for research and development projects, as well as joint ventures to promote the development of domestic technology.",50.0,50.0
JPN_1981_004,JPN,Japan,1981,,,,,,,,,,,innovation,innovation_instruments,sectoral_rd,,private,applied,growth_supporting,R&D tax credits and accelerated depreciation reduce the cost of R&D investment and incentivize private sector innovation and technology commercialization.,high,MITI Industrial Technology Development Programme,R&D Tax Credits and Depreciation Allowances,False,implemented,"Text states 'established' without explicit date, but context suggests implementation during 1970s industrial policy period.",medium,False,2,"Significant innovation instrument reform providing multiple tax incentives for private R&D, but narrower in scope than comprehensive industrial policy.",high,Japan established R&D tax credits and accelerated depreciation allowances for research and development facilities to support technologically-advanced industries. Lower tax rates were also applied to income received from technology licensed overseas.,"Government assistance to research and development in these various industries has been channelled through a number of grant programmes and a series of concessional loan programmes from the Japan Development Bank. Significant financial help was also provided through research and development tax credits, the accelerated depreciation of research and development facilities and lower tax rates on income received from technology licensed overseas.",50.0,50.0
JPN_1981_005,JPN,Japan,1981,,,,,,,,,,,innovation,knowledge_transfer,sectoral_rd,,public_private,applied,growth_supporting,"Public-private collaboration in software development supports technology transfer, knowledge sharing, and development of advanced computing capabilities.",high,Japan Sectoral Technology Development Initiatives,Information Processing Association,True,implemented,Text states 'established' in 1979.,high,False,2,"Significant sectoral initiative establishing a new institutional mechanism for public-private collaboration in software development, but narrower than economy-wide reform.",high,"Japan established the Information Processing Association (IPA) in 1979 as a joint venture between government and the private sector to promote the development of highly sophisticated computer programmes, supported by the Japan Development Bank.",The Government has also directly participated in joint ventures with the private sector such as in 1979 with the setting up of the Information Processing Association (IPA) which aims at promoting the development of highly sophisticated computer programmes.,,
JPN_1981_006,JPN,Japan,1981,,,,,,,,,,,innovation,sectoral_rd,,,public_private,applied,growth_supporting,Targeted R&D in advanced semiconductor technology supports innovation in computing and positions Japan competitively in high-technology sectors.,high,Japan Sectoral Technology Development Initiatives,VLSI Development Plan,True,implemented,Text states 'implemented' a four-year plan beginning 1979.,high,False,2,"Significant sectoral R&D initiative with multi-year commitment and public-private participation, but narrower than economy-wide industrial policy.",high,"Japan implemented a four-year development plan (1979–1983) to develop very large-scale integrated circuitry (VLSI) for extra-high-capacity computers or 'fourth generation' computers, as part of MITI's computer industry development strategy, involving public-private collaboration.","Thus, three development plans were elaborated for the computer industry in 1972, 1976 and 1979. The latter covers a four-year project to develop by 1983 very large-scale integrated circuitry (VLSI) to be used in extra-high-capacity computers or 'fourth generation' computers.",50.0,50.0
JPN_1981_007,JPN,Japan,1981,,,,,,,,,,,innovation,sectoral_rd,,,public_private,applied,growth_supporting,"Directed R&D in nuclear power technology supports energy security, industrial capability, and long-term technological advancement.",high,Japan Energy Technology Development Initiatives (1974–1979),Nuclear Energy Development Scheme,True,implemented,Text states 'established' in 1974.,high,False,2,"Significant sectoral R&D initiative with government financial support, but narrower in scope than economy-wide industrial policy.",high,"Japan established a development scheme for Light Water Reactor and Nuclear Generation in 1974 to support the nuclear energy machinery industry, providing government financial assistance for R&D in nuclear power plant technology.",A development scheme for Light Water Reactor and Nuclear Generation was also established in 1974 for the nuclear energy machinery industry.,50.0,50.0
JPN_1985_001,JPN,Japan,1985,,,,,,,,,,,innovation,rd_funding,knowledge_transfer,,public_private,basic,growth_supporting,"Co-financed basic research in semiconductors aimed to build technological capability in a strategic, high-value sector, supporting long-term productivity and competitiveness.",high,Japan Sectoral R&D Support Programmes (1970s–1980s),VLSI Circuit Research Association,True,implemented,Text states the association was established and operated over FY 1976–1979 with government co-financing.,high,True,3,Structural public-private research programme with significant government co-financing (40%) targeting a strategic technology sector; major initiative for the period.,high,"Japan established the Very Large Scale Integrated (VLSI) circuit research association under MITI in 1976, pooling R&D efforts of major semiconductor producers on basic technology with government co-financing of approximately 40% of total R&D costs over the four-year period (FY 1976–1979). This was a major public-private collaborative initiative to advance semiconductor technology.","An important factor in the early development of the semi-conductor industry was the Very Large Scale Integrated circuit (VLSI) research association, sponsored by MITI under the Mining and Manufacturing Industry Technological Research Association Law... the total R&D cost over the four-year period the scheme was in operation (FY 1976 to FY 1979 inclusive) was about 75 billion yen, about two-fifths of which was financed by the Government.",,
JPN_1985_002,JPN,Japan,1985,,,,,,,,,,,innovation,rd_funding,,,private,applied,growth_supporting,"Direct subsidies for applied R&D in computers aimed to build domestic industrial capability in a strategic, high-technology sector, supporting competitiveness and long-term productivity.",high,Japan Sectoral R&D Support Programmes (1970s–1980s),Computer Development Subsidy System,True,implemented,Text states the system was adopted in 1971 and provided subsidies to domestic producers.,high,True,3,Major sectoral R&D support programme with substantial subsidy rate (50% of development costs) targeting a strategic technology sector.,high,"Japan adopted the System of Subsidies for Promoting the Development of Computers in 1971, providing 50% conditional loans for development costs of new computer machines to support domestic producers in competing with Western firms.","In 1971, the System of Subsidies for Promoting the Development of Computers was adopted: a 50 per cent conditional loan was provided for the development costs of the new machines.",,
JPN_1985_003,JPN,Japan,1985,,,,,,,,,,,innovation,sectoral_rd,,,public,unknown,growth_supporting,"Strategic policy vision identifying knowledge-intensive industries as priorities for development, providing direction for sectoral R&D investment and industrial coordination.",medium,Japan Sectoral R&D Support Programmes (1970s–1980s),MITI Industrial Vision 1970,True,implemented,Text states MITI published the Vision in 1970.,high,False,1,Policy vision document establishing strategic direction; important for framing but not itself a direct funding or implementation mechanism.,medium,"MITI published a 'Vision' in 1970 highlighting the importance of knowledge-intensive industries, with particular emphasis on coordinating plans for computers and integrated circuits as part of a broader industrial development strategy.","The 'Vision' published by MITI in 1970 highlighted the importance of knowledge-intensive industries. In particular, plans for computers and integrated circuits were closely tied together.",,
JPN_1985_004,JPN,Japan,1985,,,,,,,,,,,innovation,rd_funding,,,private,applied,mixed,"Subsidies to low-technology, low-profitability sectors may support short-term employment and firm viability but risk allocative inefficiency by directing public R&D resources away from higher-productivity, knowledge-intensive sectors where spillovers and growth potential are greater.",medium,Japan Public R&D Subsidy Allocation (1980s),,False,implemented,Text uses present tense ('are directed') indicating ongoing practice at time of survey (1985).,medium,False,1,Descriptive observation of subsidy allocation pattern; not a new reform but rather a characterization of existing subsidy distribution.,medium,"Japan's public R&D subsidies are directed mainly towards low-technology industries such as clothing and footwear, where the small scale and limited profitability of firms constrains investment in developing new technologies.","In marked contrast to other OECD countries, public R&D subsidies in Japan go mainly to such low-technology industries as clothing or footwear, where the small scale and limited profitability of firms constrains investment in developing new technologies.",,
JPN_1989_001,JPN,Japan,1989,,,,,,,,,,,innovation,rd_funding,,,public_private,basic,growth_supporting,"Public R&D funding and tax incentives for private research support innovation capacity and human capital development, raising long-term productivity and technological competitiveness.",high,Japanese R&D Policy Framework,,False,implemented,"The text describes these as existing 'major policy instruments for research and development promotion' in Japan, indicating they are in force.",high,False,2,"These are established, multi-instrument R&D support mechanisms spanning both public and private sectors. While not a new structural reform, they represent significant ongoing policy commitment to research and development across basic and applied domains.",medium,"Japan employs direct research in national organisations, financing of private sector research through the Fiscal Investment and Loan Program, tax privileges for R&D expenditure, and subsidies to basic research such as development of new energy technologies as major policy instruments for research and development promotion.","Major policy instruments for research and development promotion are: Direct research in national organisations; Financing private sector research through the Fiscal Investment and Loan Program; Tax privileges for R&D expenditure, and subsidies to basic research such as development of new energy technologies.",,
JPN_1993_001,JPN,Japan,1993,,,,,,,,,,,innovation,innovation_instruments,,,private,applied,growth_supporting,"Tax incentives for technology-enhancing investment directly support productivity growth and capital deepening in response to labour market constraints, raising potential output per worker.",high,Labour Shortage Response and Productivity Enhancement (1993),R&D-related equipment investment incentives,False,implemented,"Text states 'Japan maintained incentives', indicating ongoing implementation.",high,False,1,Maintenance of existing incentive scheme rather than a new or substantially reformed instrument; incremental policy continuity.,high,"Japan maintained tax incentives and support mechanisms for labour-saving and technology-enhancing investment in manufacturing and service industries, recognizing that persistent labour shortages create ongoing motivation for R&D-related equipment investment and productivity-enhancing capital spending.","A characteristic of manufacturing investment during the boom was the increasing weight of R&D-related and labour-saving equipment investment. With the labour shortage likely to persist in the long run, the incentive to make labour-saving and technology-enhancing investment continues to be strong.",,
JPN_1996_004,JPN,Japan,1996,,,,,,,,,,,innovation,sectoral_rd,,,public,applied,growth_supporting,"Targeted investment in high-impact technology domains (materials, biotechnology, IT) supports innovation capacity and future competitiveness in strategically important sectors.",high,Sectoral R&D Programmes (1995–1996),Industrial Science and Technology Frontier Programme,True,announced,The text describes the programme without explicit evidence of implementation; status inferred as announced pending further evidence.,medium,False,2,A multi-sectoral R&D programme targeting emerging technologies represents a significant but focused initiative rather than a system-wide reform.,medium,"The 'Industrial Science and Technology Frontier Programme' emphasises research in new materials, biotechnology and information technologies, representing a multi-sectoral R&D initiative addressing emerging technology domains.","The 'Industrial Science and Technology Frontier Programme' emphasises new materials, biotechnology and information technologies.",,
JPN_1998_001,JPN,Japan,1998,,,,,,,,,,,innovation,rd_funding,knowledge_transfer,,public_private,basic,growth_supporting,Competitive allocation and third-party evaluation improve allocative efficiency and research productivity. Enhanced flows between sectors accelerate knowledge transfer and commercialisation.,high,Science Basic Plan and R&D System Reform,R&D System Integration and Competitive Allocation,True,implemented,"Text states 'The government improved' and 'implemented', indicating reforms were in force at time of survey.",high,False,2,"Significant system-wide reform of R&D governance and funding mechanisms, but not a structural creation of new institutions.",high,"Japan reformed its R&D system to increase flows of information and researchers among government research laboratories, universities, and businesses. The reform introduced competitive considerations in budgetary allocation and made third-party evaluation of projects obligatory to improve the efficiency of public spending on research and technology.","It has also taken initiatives to improve the hitherto compartmentalised R&D system, by increasing the flows of information and researchers among the government research laboratories, universities and businesses, and by enhancing the efficiency of R&D funding through the introduction of competitive considerations in budgetary allocation and the obligation of strict third-party evaluation of publicly funded projects.",,
JPN_1998_002,JPN,Japan,1998,,,,,,,,,,,innovation,rd_funding,,,public,basic,growth_supporting,Increased basic research funding and improved efficiency of public R&D spending enhance long-term productivity and innovation capacity.,high,Science Basic Plan and R&D System Reform,Science Basic Plan,True,implemented,"Text states 'Japan implemented the Science Basic Plan', indicating the plan was in force.",high,False,2,"Significant policy initiative establishing a strategic framework for basic research, but not a structural institutional change.",high,"Japan implemented the Science Basic Plan to promote an open and competitive R&D system, with emphasis on increasing basic research and improving the efficiency of public spending on technology.",Science Basic Plan is being implemented to promote open and competitive R&D system (see Chapter IV). This is a promising start.,152.0,152.0
JPN_1998_003,JPN,Japan,1998,,,,,,,,,,,innovation,knowledge_transfer,,,public,commercialization,growth_supporting,"Strengthened IP protection and university commercialisation mechanisms increase incentives for innovation and accelerate technology transfer from research to market, supporting productivity growth.",high,University Intellectual Property and Commercialisation Reform,University Technology Commercialization,False,implemented,"Text states 'The government strengthened' and 'Universities were encouraged', indicating reforms were in force.",high,False,2,"Significant reform of university-industry knowledge transfer mechanisms and IP regime, affecting the commercialisation pathway for public research.",high,Japan strengthened intellectual property protection for innovators and encouraged universities to patent and commercialize their innovative work. The government revised patent-related laws and supported the establishment of Technology Licensing Offices (TLOs) to facilitate the transfer of university research to the market.,"Universities are now encouraged to have their innovative work patented and sold through a Technology Licensing Office. As well, the patent-related laws have been revised to strengthen the protection of innovators' intellectual property rights.",187.0,187.0
JPN_1998_004,JPN,Japan,1998,,,,,,,,,,,innovation,startup_ecosystem,,,private,commercialization,growth_supporting,"Increased availability of risk capital for innovative ventures supports the creation and scaling of new technology-based firms, enhancing entrepreneurship and innovation-driven growth.",high,Venture Capital and Risk Finance Reform,Venture capital infrastructure and unlisted share market development,False,implemented,Entry [2] states 'implemented'; entry [4] states 'announced'. Taking most advanced status: implemented.,medium,False,2,"Significant financial and regulatory reform enabling venture capital supply, affecting the startup ecosystem and commercialisation of innovations.",high,"Japan adopted measures to promote the establishment and growth of venture companies by improving the provision of private risk capital. Reforms included easing restrictions on pension fund investment in unlisted shares, creating a special over-the-counter (OTC) market for innovative companies, and implementing measures to facilitate transactions of unlisted shares, supported by financial deregulation.","The government has readied the legal and institutional infrastructure for a leap in the supply of risk capital to finance new business ventures, including the easing of the restriction on investment in unlisted shares by pension funds, the creation of a special over-the-counter market for innovative companies, and measures to improve the transactions of unlisted shares.",186.0,186.0
JPN_2002_001,JPN,Japan,2002,,2002.0,imputed_survey_year,medium,,,,,,,innovation,rd_funding,human_capital,,public,basic,growth_supporting,"Increased R&D investment and technology development directly raise multi-factor productivity and human capital, reversing decades of factor-intensive growth and enabling sustained productivity gains necessary for Japan's aging economy.",high,Structural Reform Programme for Productivity Growth,R&D and Technology Investment Priority,True,announced,"The survey identifies R&D and technology as essential policy priorities: 'More recent studies have renewed interest in the role of human capital, technology and R&D, and the special role of ICT in stimulating productivity gains.'",medium,False,2,"The survey articulates a significant policy priority to reorient growth strategy toward R&D and technology investment as a systemic response to Japan's productivity crisis, though the specific reform instruments and budget allocations are not detailed in this excerpt.",medium,"Japan's economic survey identifies the need to strengthen R&D and technology as key drivers of productivity growth, emphasizing the role of human capital, technology development, and ICT diffusion in stimulating productivity gains and reversing declining multi-factor productivity trends since 1973.","More recent studies have renewed interest in the role of human capital, technology and R&D, and the special role of ICT in stimulating productivity gains. There is in fact a close relationship between the factors touched on above that the Growth Project has served to better substantiate.",101.0,101.0
JPN_2002_002,JPN,Japan,2002,,,,,,,,,,,innovation,rd_funding,,,public,basic,growth_supporting,"Performance-based competition for research funding incentivizes universities to improve research quality and productivity, strengthening the knowledge base for innovation.",high,Reform of State-Run Universities,Centres of Excellence (COE),True,announced,The government plans to select around ten to twenty Centres of Excellence and allocate more funds to them.,high,False,2,"Significant structural reform introducing competition-based funding to national universities, addressing systemic weaknesses in research incentives and quality. Affects a major portion of Japan's public research system.",high,"Japan introduced Centres of Excellence (COE) in national universities, with performance-based fund allocation by third-party assessment to promote competition and improve research quality across ten major subjects.","The government plans to select around ten to twenty 'Centres of Excellence' in 10 major subjects based on a performance assessment by a third party, and to allocate more funds to them so as to provide a strong incentive to improve the quality of their research.",161.0,161.0
JPN_2002_012,JPN,Japan,2002,,2002.0,explicit,high,,,,,,,innovation,innovation_instruments,,,private,unknown,growth_supporting,"R&D tax credits and investment incentives are designed to improve firm competitiveness and encourage private-sector innovation, which supports productivity growth.",high,2002 Comprehensive Tax Reform,R&D tax credits and investment incentives,True,announced,"The ruling parties and the government tax commission want tax credits for R&D and investment incentives for specific goods, with a view to improving the competitiveness of Japanese firms.",high,False,2,"A significant but narrower reform targeting private-sector R&D incentives as part of a broader tax reform package. The planned size of 1 trillion yen (0.2% of GDP) is modest, but the instrument addresses competitiveness concerns.",medium,The government proposed tax credits for R&D and investment incentives for specific goods as part of a comprehensive tax reform aimed at improving the competitiveness of Japanese firms.,"The ruling parties and the government tax commission want tax credits for R&D and investment incentives for specific goods, with a view to improving the competitiveness of Japanese firms.",72.0,72.0
JPN_2002_015,JPN,Japan,2002,,,,,,,,,,,innovation,startup_ecosystem,,,private,commercialization,mixed,"Government support for start-ups (training, loans, subsidies, tax treatment) can stimulate innovation and entrepreneurship; however, the closure of NASDAQ Japan signals market failure in venture capital infrastructure, suggesting structural barriers to scaling innovative firms.",medium,Start-up Support Programme,Government support for start-ups and venture business,False,implemented,"Support for start-ups including management training, loans, subsidies and special tax treatment is provided by the government.",high,False,2,"This is a significant but narrowly scoped programme providing multiple instruments (training, loans, subsidies, tax treatment) to support start-ups and venture business. Its impact is limited by structural barriers in the venture capital market, as evidenced by NASDAQ Japan's closure.",medium,"Japan implemented government support for start-ups and venture businesses, including management training, loans, subsidies, and special tax treatment. However, NASDAQ Japan, one of the three major venture capital stock markets, closed in August 2002.","Support for start-ups including management training, loans, subsidies and special tax treatment is provided by the government. NASDAQ Japan, one of the three major venture capital stock markets, closed in August 2002.",141.0,141.0
JPN_2002_022,JPN,Japan,2002,,,,,,,,,,,innovation,knowledge_transfer,startup_ecosystem,,public_private,commercialization,growth_supporting,"TLOs reduce transaction costs and information asymmetries in technology transfer from universities to firms, enabling faster commercialisation of research and supporting the creation of innovative startups.",high,University Technology Transfer Initiative,Technology Licensing Offices,True,implemented,Technology Licensing Offices (TLO) have now been established (there are 27 at present) to promote the transfer of research to firms.,high,False,2,"Establishment of a new institutional mechanism for university technology transfer, modelled on successful US practice. Significant in scope but faces sustainability challenges (public subsidies available for limited period) and ambitious targets may be difficult to achieve.",medium,"Japan established Technology Licensing Offices (TLOs) to promote the transfer of research results from universities and national research institutes to firms. As of the survey date, 27 TLOs had been established, with government targets set for 1,000 university-derived venture companies within three years and a tenfold increase in intellectual property rights granted by universities within a decade.","In recognition of the success of the US system, Technology Licensing Offices (TLO) have now been established (there are 27 at present) to promote the transfer of research to firms.",171.0,171.0
JPN_2002_023,JPN,Japan,2002,,,,,,,,,,,innovation,rd_funding,human_capital,,public,basic,growth_supporting,"Doubling competitive R&D funding and expanding support for young researchers increases the supply of human capital for research and incentivises research excellence through competition, supporting long-term innovation capacity.",high,University Research Funding Reform,,False,announced,The allocation of public funds to universities via competitive tendering for R&D is to be doubled and the number of young researchers who receive financial support will be increased from the current level of 10000 persons.,medium,False,2,"Significant expansion of competitive research funding and young researcher support, addressing human capital constraints in the research system. Doubling competitive funding represents a meaningful shift in allocation mechanisms.",medium,"Japan increased competitive funding for university research and expanded financial support for young researchers. The allocation of public funds to universities via competitive tendering for R&D is to be doubled, and the number of young researchers receiving financial support will be increased from the current level of 10,000 persons.",The allocation of public funds to universities via competitive tendering for R&D is to be doubled and the number of young researchers who receive financial support will be increased from the current level of 10000 persons.,171.0,171.0
JPN_2002_025,JPN,Japan,2002,,,,,,,,,,,innovation,startup_ecosystem,,,public,adoption,unclear_or_neutral,"The programme aims to foster innovation clusters and entrepreneurship in regions, which could support growth; however, the text expresses concern that the approach may be flawed by attempting to create high-tech parks rather than building on existing local competencies, potentially reducing effectiveness.",low,Industrial Cluster Programme,,False,implemented,"In response, METI has launched a programme (Industrial cluster programme) which allows their staff at local offices to play a role of co-ordinator in local clusters.",medium,False,2,"A new programme to foster regional innovation clusters through local coordination, addressing the concentration of fast-growing firms in Tokyo and the need for regional dynamism. Significance is tempered by concerns about implementation approach and whether it will build on genuine local strengths.",medium,"Japan launched the Industrial Cluster Programme through METI, which allows METI staff at local offices to play a coordinating role in developing local innovation clusters. However, the text notes that many projects aim to create industrial parks with a preference for high-tech sectors including biotechnology, rather than building clusters around existing local skills and competencies.","In response, METI has launched a programme (Industrial cluster programme) which allows their staff at local offices to play a role of co-ordinator in local clusters.",173.0,173.0
JPN_2002_026,JPN,Japan,2002,,,,,,,,,,,innovation,knowledge_transfer,,,public_private,applied,growth_supporting,"Removing barriers to university-industry collaboration enhances knowledge transfer and commercialization of research, supporting innovation-driven productivity growth.",medium,University and NRI Reform Initiative,Industry-Science Relationship Transparency,True,implemented,The text states 'The government's move to create a more open and transparent industry-science relationship and to remove the disincentives to co-operation facing the universities and the NRIs goes in the right direction.',medium,False,2,"A significant institutional reform addressing structural barriers to university-industry collaboration, though the text notes it is 'too early to judge the effectiveness of the measures taken.' The reform targets a key bottleneck in Japan's innovation system.",medium,"The government moved to create a more open and transparent industry-science relationship and to remove disincentives to cooperation facing universities and national research institutions (NRIs), aiming to strengthen university-industry collaboration in R&D.",The government's move to create a more open and transparent industry-science relationship and to remove the disincentives to co-operation facing the universities and the NRIs goes in the right direction.,,
JPN_2002_027,JPN,Japan,2002,,,,,,,,,,,innovation,knowledge_transfer,startup_ecosystem,,public,commercialization,growth_supporting,"TLOs facilitate technology transfer and spinoff creation, converting academic research into commercial innovation and supporting entrepreneurship-driven growth.",high,University and NRI Reform Initiative,University TLO Establishment,True,implemented,The text references 'university TLOs' as an existing policy tool being deployed to promote regional dynamism and new start-ups.,medium,False,2,"A significant institutional innovation supporting knowledge commercialization and startup creation. However, the text cautions against setting administrative targets for university-based startups, suggesting implementation challenges.",medium,The government is establishing university technology licensing offices (TLOs) to facilitate commercialization of university research and support new startup creation from academic institutions.,university TLOs are also viewed in this manner. More attention needs to be paid to facilitating or invigorating existing national clusters based on current skills,175.0,175.0
JPN_2002_028,JPN,Japan,2002,,,,,,,,,,,innovation,human_capital,rd_funding,,public,basic,growth_supporting,"Strengthening university research capacity and postgraduate education builds human capital for innovation and enhances the supply of skilled researchers, supporting long-term productivity growth.",high,University and NRI Reform Initiative,University Research and Postgraduate Reform,True,implemented,"The text states 'Reform of the universities is important but in an attempt to establish premium institutions for research and teaching, care will have to be taken that assessment is at arms length.'",medium,False,2,A significant structural reform of the university system aimed at improving research quality and human capital development. The text emphasizes the need for arm's-length assessment to ensure substantive rather than merely formal reform.,medium,"The government is reforming universities to establish premium institutions for research and teaching, with emphasis on improving research quality and expanding postgraduate education.","Reform of the universities is important but in an attempt to establish premium institutions for research and teaching, care will have to be taken that assessment is at arms length. Above all they should focus on quality research and expand post-graduate education.",175.0,175.0
JPN_2006_002,JPN,Japan,2006,,,,,,,,,,,innovation,rd_funding,,,public,unknown,growth_supporting,Shifting from block funding to competitive allocation improves allocative efficiency and incentivizes higher-quality research outcomes.,high,Third Science and Technology Basic Plan (FY2006-10),Competitive grants expansion,True,announced,"The text presents this as a recommendation within the assessment of the third Basic Plan, indicating it is a policy direction being advocated.",medium,False,2,A significant but narrower reform targeting the allocation mechanism of existing R&D budgets. Increasing competitive grants from 13% to a higher share would meaningfully improve research efficiency without expanding total funding.,medium,"The OECD recommends that Japan increase the share of competitive grants in public R&D fund allocation to enhance spending efficiency, noting that competitive grants accounted for only 13% of total R&D funding in FY2005.","Increase further the share of competitive grants in the allocation of public R&D funds to enhance the efficiency of spending. In FY2005, competitive grants accounted for only 13% of the total.",20.0,20.0
JPN_2006_003,JPN,Japan,2006,,,,,,,,,,,innovation,human_capital,knowledge_transfer,,public_private,unknown,growth_supporting,"Increased researcher mobility between sectors facilitates knowledge transfer, reduces institutional rigidities, and enables better matching of talent to research opportunities, enhancing innovation productivity.",high,Innovation Policy Strengthening,Researcher mobility enhancement,True,announced,"The text presents this as a priority recommendation for upgrading innovation-specific policies, not yet implemented.",medium,False,2,"A significant structural reform addressing a key constraint on innovation (low researcher mobility, with fewer than one job change per career on average). Addresses both human capital and knowledge transfer dimensions.",medium,"The OECD recommends that Japan strengthen links between government, academic, and business research sectors by increasing researcher mobility through pension portability reform, performance-based pay, fixed-term contracts, and improved job opportunity information.","One priority should be to strengthen links between research institutes in government, academia and business sectors. This requires greater mobility of researchers, given that the average number of job changes by researchers during their career is less than one in Japan.",19.0,19.0
JPN_2006_004,JPN,Japan,2006,,,,,,,,,,,innovation,startup_ecosystem,,,private,commercialization,growth_supporting,"Redirecting R&D support toward start-ups rather than incumbents encourages entrepreneurship, creative destruction, and the commercialization of new technologies, supporting dynamic productivity growth.",high,Innovation Policy Strengthening,Start-up R&D support reorientation,True,announced,Presented as a recommendation for improvement in the assessment of the third Basic Plan.,medium,False,2,"A significant reorientation of R&D support allocation toward start-ups, addressing a structural bias toward incumbent firms. This would shift innovation incentives toward new entrants and commercialization.",medium,"The OECD recommends that Japan focus R&D support on new start-ups rather than existing companies, as part of broader innovation policy improvements outlined in the assessment of the third Science and Technology Basic Plan.",Focus support for R&D on new start-ups rather than on existing companies as is now the case.,20.0,20.0
JPN_2006_005,JPN,Japan,2006,,,,,,,,,,,innovation,other,,,public,unknown,growth_supporting,"Broadening the policy council's mandate to address framework conditions (regulation, competition, institutional coordination) removes barriers to innovation diffusion and commercialization.",medium,Innovation Policy Strengthening,Council for Science and Technology Policy mandate expansion,True,announced,Presented as a recommendation for improvement in the assessment of the third Basic Plan.,medium,False,1,"A minor institutional reform expanding the scope of an existing governance body. While potentially beneficial for policy coordination, it is narrower in scope and impact than direct R&D funding or instrument reforms.",medium,"The OECD recommends that Japan expand the work of the Council for Science and Technology Policy beyond purely scientific issues to include measures improving framework conditions for innovation, such as regulatory reform and institutional coordination.",Expand the work of the Council for Science and Technology Policy beyond purely scientific issues to include measures to improve framework conditions for innovation.,20.0,20.0
JPN_2006_006,JPN,Japan,2006,,,,,,,,,,,innovation,knowledge_transfer,,,public_private,unknown,growth_supporting,"Strengthening international research links and IP flows facilitates knowledge spillovers, technology transfer, and access to global research networks, enhancing innovation capacity.",medium,Innovation Policy Strengthening,International research linkage strengthening,True,announced,Presented as a recommendation for improvement in the assessment of the third Basic Plan.,medium,False,1,"A minor policy recommendation addressing international research collaboration. While relevant to innovation, it is narrower in scope and does not represent a major structural reform.",medium,"The OECD recommends that Japan strengthen international research links and increase foreign ownership of domestic inventions and domestic ownership of foreign inventions, noting that both are the lowest in the OECD area according to patent data.","Strengthen international links. According to data on patents, foreign ownership of domestic inventions in Japan and domestic ownership of foreign inventions are both the lowest in the OECD area.",20.0,20.0
JPN_2006_013,JPN,Japan,2006,,,,,,,,,,,innovation,rd_funding,,,public,unknown,growth_supporting,"Expanding competitive funding mechanisms with improved evaluation improves allocative efficiency in public R&D spending, directing resources toward higher-quality research and reducing wasteful spending.",medium,Third Science and Technology Basic Plan,Competitive research funding expansion,True,announced,Presented as a recommendation within the third Science and Technology Basic Plan.,medium,False,2,"A significant reform of the public R&D funding system, addressing resource allocation efficiency through competitive mechanisms and improved evaluation. Affects the broader research funding landscape.",medium,"The third Science and Technology Basic Plan emphasises further expansion of competitive funding for research based on improved evaluation of such programmes, aiming to allocate R&D resources more efficiently across priority areas.","Further expand the use of competitive funding for research, based on improved evaluation of such programmes.",143.0,143.0
JPN_2006_014,JPN,Japan,2006,,,,,,,,,,,innovation,human_capital,,,public,unknown,growth_supporting,"Facilitating longer stays and easier permanent residence for foreign researchers enhances Japan's ability to attract international talent, strengthening research capacity and knowledge networks.",high,Third Science and Technology Basic Plan,International researcher mobility,True,announced,Presented as a policy recommendation within the third Science and Technology Basic Plan.,medium,False,2,"A targeted reform addressing researcher mobility and international collaboration, key weaknesses in Japan's innovation system. Affects human capital and international research linkages.",medium,"The third Science and Technology Basic Plan proposes to strengthen international linkages by extending the length of time that foreign researchers may stay in Japan and relaxing requirements for obtaining permanent residence permits, aimed at enhancing researcher mobility and international collaboration.",Extend the length of time that foreign researchers may stay in Japan and relax the requirements for obtaining permanent residence permits.,,
